"","Site","Species","Presence","Survey"
"11917","BNC3","Nectarinia asiatica",NA,4
"11918","BNC3","Turnix Tanki",NA,4
"11919","BNC3","Francolinus pondicerianus",NA,4
"11920","BNC3","Tephrodornis pondicerianus",NA,4
"11921","BNC3","Petronia xanthocollis",NA,4
"11922","BNC3","Merops orientalis",NA,4
"11923","BNC3","Pycnonotus leucotis",NA,4
"11924","BNC3","Eremopterix griseus",NA,4
"11925","BNC3","Psittacula krameri",1,4
"11926","BNC3","Centropus sinensis",NA,4
"11927","BNC3","Dicrurus macrocercus",NA,4
"11928","BNC3","Lanius vittatus",NA,4
"11929","BNC3","Saxicola caprata",NA,4
"11930","BNC3","Perdicula argoondah",1,4
"11931","BNC3","Vanellus malabaricus",NA,4
"11932","BNC3","Francolinus pictus",NA,4
"11933","BNC3","Saxicoloides fulicatus",NA,4
"11934","BNC3","Acro sp.",NA,4
"11935","BNC3","Prinia socialis",NA,4
"11936","BNC3","Lanius schach",NA,4
"11937","BNC3","Amaurornis phoenicurus",NA,4
"11938","BNC3","Prinia inornata",1,4
"11939","BNC3","Lonchura malabarica",NA,4
"11940","BNC3","Cuculus varius",NA,4
"11941","BNC3","Mirafra cantillans",1,4
"11942","BNC3","Acridotheres tristis",1,4
"11943","BNC3","Corvus macrorhynchos",NA,4
"11944","BNC3","Eudynamys scolopaceus",NA,4
"11945","BNC3","Lanius excubitor",NA,4
"11946","BNC3","Coturnix coromandelica",NA,4
"11947","BNC3","Turnix sylvaticus",1,4
"11948","BNC3","Pericrocotus erythropygius",NA,4
"11949","BNC3","Pericrocotus cinnamomeus",NA,4
"11950","BNC3","Hirundo smithii",NA,4
"11951","BNC3","Cisticola juncidis",NA,4
"11952","BNC3","Anas poecilorhyncha",NA,4
"11953","BNC3","Rhipidura aureola",NA,4
"11954","BNC3","Dinopium benghalense",NA,4
"11955","BNC3","Sypheotides indicus",NA,4
"11956","BNC3","Halcyon smyrnensis",NA,4
"11957","BNC3","Turdoides malcolmi",1,5
"11958","BNC3","Prinia buchanani",1,5
"11959","BNC3","Pycnonotus cafer",NA,5
"11960","BNC3","Turnix suscitator",NA,5
"11961","BNC3","Streptopelia decaocto",1,5
"11962","BNC3","Pavo cristatus",1,5
"11963","BNC3","Vanellus indicus",NA,5
"11964","BNC3","Mirafra erythroptera",NA,5
"11965","BNC3","Burhinus oedicnemus",NA,5
"11966","BNC3","Nectarinia asiatica",NA,5
"11967","BNC3","Turnix Tanki",NA,5
"11968","BNC3","Francolinus pondicerianus",NA,5
"11969","BNC3","Tephrodornis pondicerianus",NA,5
"11970","BNC3","Petronia xanthocollis",NA,5
"11971","BNC3","Merops orientalis",NA,5
"11972","BNC3","Pycnonotus leucotis",NA,5
"11973","BNC3","Eremopterix griseus",NA,5
"11974","BNC3","Psittacula krameri",NA,5
"11975","BNC3","Centropus sinensis",NA,5
"11976","BNC3","Dicrurus macrocercus",1,5
"11977","BNC3","Lanius vittatus",NA,5
"11978","BNC3","Saxicola caprata",NA,5
"11979","BNC3","Perdicula argoondah",NA,5
"11980","BNC3","Vanellus malabaricus",NA,5
"11981","BNC3","Francolinus pictus",NA,5
"11982","BNC3","Saxicoloides fulicatus",NA,5
"11983","BNC3","Acro sp.",NA,5
"11984","BNC3","Prinia socialis",NA,5
"11985","BNC3","Lanius schach",NA,5
"11986","BNC3","Amaurornis phoenicurus",NA,5
"11987","BNC3","Prinia inornata",1,5
"11988","BNC3","Lonchura malabarica",NA,5
"11989","BNC3","Cuculus varius",NA,5
"11990","BNC3","Mirafra cantillans",1,5
"11991","BNC3","Acridotheres tristis",1,5
"11992","BNC3","Corvus macrorhynchos",NA,5
"11993","BNC3","Eudynamys scolopaceus",NA,5
"11994","BNC3","Lanius excubitor",NA,5
"11995","BNC3","Coturnix coromandelica",NA,5
"11996","BNC3","Turnix sylvaticus",NA,5
"11997","BNC3","Pericrocotus erythropygius",NA,5
"11998","BNC3","Pericrocotus cinnamomeus",NA,5
"11999","BNC3","Hirundo smithii",NA,5
"12000","BNC3","Cisticola juncidis",NA,5
"12001","BNC3","Anas poecilorhyncha",NA,5
"12002","BNC3","Rhipidura aureola",NA,5
"12003","BNC3","Dinopium benghalense",NA,5
"12004","BNC3","Sypheotides indicus",NA,5
"12005","BNC3","Halcyon smyrnensis",NA,5
"12006","BNC3","Turdoides malcolmi",1,6
"12007","BNC3","Prinia buchanani",1,6
"12008","BNC3","Pycnonotus cafer",1,6
"12009","BNC3","Turnix suscitator",NA,6
"12010","BNC3","Streptopelia decaocto",1,6
"12011","BNC3","Pavo cristatus",1,6
"12012","BNC3","Vanellus indicus",NA,6
"12013","BNC3","Mirafra erythroptera",NA,6
"12014","BNC3","Burhinus oedicnemus",NA,6
"12015","BNC3","Nectarinia asiatica",NA,6
"12016","BNC3","Turnix Tanki",NA,6
"12017","BNC3","Francolinus pondicerianus",1,6
"12018","BNC3","Tephrodornis pondicerianus",NA,6
"12019","BNC3","Petronia xanthocollis",NA,6
"12020","BNC3","Merops orientalis",NA,6
"12021","BNC3","Pycnonotus leucotis",NA,6
"12022","BNC3","Eremopterix griseus",NA,6
"12023","BNC3","Psittacula krameri",1,6
"12024","BNC3","Centropus sinensis",NA,6
"12025","BNC3","Dicrurus macrocercus",NA,6
"12026","BNC3","Lanius vittatus",NA,6
"12027","BNC3","Saxicola caprata",NA,6
"12028","BNC3","Perdicula argoondah",NA,6
"12029","BNC3","Vanellus malabaricus",NA,6
"12030","BNC3","Francolinus pictus",NA,6
"12031","BNC3","Saxicoloides fulicatus",NA,6
"12032","BNC3","Acro sp.",NA,6
"12033","BNC3","Prinia socialis",NA,6
"12034","BNC3","Lanius schach",NA,6
"12035","BNC3","Amaurornis phoenicurus",NA,6
"12036","BNC3","Prinia inornata",1,6
"12037","BNC3","Lonchura malabarica",NA,6
"12038","BNC3","Cuculus varius",NA,6
"12039","BNC3","Mirafra cantillans",1,6
"12040","BNC3","Acridotheres tristis",NA,6
"12041","BNC3","Corvus macrorhynchos",NA,6
"12042","BNC3","Eudynamys scolopaceus",NA,6
"12043","BNC3","Lanius excubitor",NA,6
"12044","BNC3","Coturnix coromandelica",NA,6
"12045","BNC3","Turnix sylvaticus",NA,6
"12046","BNC3","Pericrocotus erythropygius",NA,6
"12047","BNC3","Pericrocotus cinnamomeus",NA,6
"12048","BNC3","Hirundo smithii",NA,6
"12049","BNC3","Cisticola juncidis",NA,6
"12050","BNC3","Anas poecilorhyncha",NA,6
"12051","BNC3","Rhipidura aureola",NA,6
"12052","BNC3","Dinopium benghalense",NA,6
"12053","BNC3","Sypheotides indicus",NA,6
"12054","BNC3","Halcyon smyrnensis",NA,6
"12055","BNC3","Turdoides malcolmi",NA,7
"12056","BNC3","Prinia buchanani",1,7
"12057","BNC3","Pycnonotus cafer",1,7
"12058","BNC3","Turnix suscitator",NA,7
"12059","BNC3","Streptopelia decaocto",NA,7
"12060","BNC3","Pavo cristatus",1,7
"12061","BNC3","Vanellus indicus",NA,7
"12062","BNC3","Mirafra erythroptera",NA,7
"12063","BNC3","Burhinus oedicnemus",NA,7
"12064","BNC3","Nectarinia asiatica",NA,7
"12065","BNC3","Turnix Tanki",NA,7
"12066","BNC3","Francolinus pondicerianus",NA,7
"12067","BNC3","Tephrodornis pondicerianus",NA,7
"12068","BNC3","Petronia xanthocollis",NA,7
"12069","BNC3","Merops orientalis",NA,7
"12070","BNC3","Pycnonotus leucotis",NA,7
"12071","BNC3","Eremopterix griseus",NA,7
"12072","BNC3","Psittacula krameri",NA,7
"12073","BNC3","Centropus sinensis",NA,7
"12074","BNC3","Dicrurus macrocercus",NA,7
"12075","BNC3","Lanius vittatus",NA,7
"12076","BNC3","Saxicola caprata",NA,7
"12077","BNC3","Perdicula argoondah",1,7
"12078","BNC3","Vanellus malabaricus",NA,7
"12079","BNC3","Francolinus pictus",NA,7
"12080","BNC3","Saxicoloides fulicatus",NA,7
"12081","BNC3","Acro sp.",NA,7
"12082","BNC3","Prinia socialis",NA,7
"12083","BNC3","Lanius schach",NA,7
"12084","BNC3","Amaurornis phoenicurus",NA,7
"12085","BNC3","Prinia inornata",1,7
"12086","BNC3","Lonchura malabarica",NA,7
"12087","BNC3","Cuculus varius",NA,7
"12088","BNC3","Mirafra cantillans",NA,7
"12089","BNC3","Acridotheres tristis",NA,7
"12090","BNC3","Corvus macrorhynchos",NA,7
"12091","BNC3","Eudynamys scolopaceus",NA,7
"12092","BNC3","Lanius excubitor",NA,7
"12093","BNC3","Coturnix coromandelica",NA,7
"12094","BNC3","Turnix sylvaticus",NA,7
"12095","BNC3","Pericrocotus erythropygius",NA,7
"12096","BNC3","Pericrocotus cinnamomeus",NA,7
"12097","BNC3","Hirundo smithii",NA,7
"12098","BNC3","Cisticola juncidis",NA,7
"12099","BNC3","Anas poecilorhyncha",NA,7
"12100","BNC3","Rhipidura aureola",NA,7
"12101","BNC3","Dinopium benghalense",NA,7
"12102","BNC3","Sypheotides indicus",NA,7
"12103","BNC3","Halcyon smyrnensis",NA,7
"12104","BNC3","Turdoides malcolmi",NA,8
"12105","BNC3","Prinia buchanani",NA,8
"12106","BNC3","Pycnonotus cafer",NA,8
"12107","BNC3","Turnix suscitator",NA,8
"12108","BNC3","Streptopelia decaocto",NA,8
"12109","BNC3","Pavo cristatus",1,8
"12110","BNC3","Vanellus indicus",1,8
"12111","BNC3","Mirafra erythroptera",NA,8
"12112","BNC3","Burhinus oedicnemus",NA,8
"12113","BNC3","Nectarinia asiatica",NA,8
"12114","BNC3","Turnix Tanki",NA,8
"12115","BNC3","Francolinus pondicerianus",NA,8
"12116","BNC3","Tephrodornis pondicerianus",NA,8
"12117","BNC3","Petronia xanthocollis",NA,8
"12118","BNC3","Merops orientalis",NA,8
"12119","BNC3","Pycnonotus leucotis",NA,8
"12120","BNC3","Eremopterix griseus",NA,8
"12121","BNC3","Psittacula krameri",NA,8
"12122","BNC3","Centropus sinensis",NA,8
"12123","BNC3","Dicrurus macrocercus",NA,8
"12124","BNC3","Lanius vittatus",NA,8
"12125","BNC3","Saxicola caprata",NA,8
"12126","BNC3","Perdicula argoondah",NA,8
"12127","BNC3","Vanellus malabaricus",NA,8
"12128","BNC3","Francolinus pictus",NA,8
"12129","BNC3","Saxicoloides fulicatus",NA,8
"12130","BNC3","Acro sp.",NA,8
"12131","BNC3","Prinia socialis",NA,8
"12132","BNC3","Lanius schach",NA,8
"12133","BNC3","Amaurornis phoenicurus",NA,8
"12134","BNC3","Prinia inornata",NA,8
"12135","BNC3","Lonchura malabarica",NA,8
"12136","BNC3","Cuculus varius",NA,8
"12137","BNC3","Mirafra cantillans",1,8
"12138","BNC3","Acridotheres tristis",NA,8
"12139","BNC3","Corvus macrorhynchos",NA,8
"12140","BNC3","Eudynamys scolopaceus",NA,8
"12141","BNC3","Lanius excubitor",NA,8
"12142","BNC3","Coturnix coromandelica",NA,8
"12143","BNC3","Turnix sylvaticus",NA,8
"12144","BNC3","Pericrocotus erythropygius",NA,8
"12145","BNC3","Pericrocotus cinnamomeus",NA,8
"12146","BNC3","Hirundo smithii",NA,8
"12147","BNC3","Cisticola juncidis",NA,8
"12148","BNC3","Anas poecilorhyncha",NA,8
"12149","BNC3","Rhipidura aureola",NA,8
"12150","BNC3","Dinopium benghalense",NA,8
"12151","BNC3","Sypheotides indicus",NA,8
"12152","BNC3","Halcyon smyrnensis",NA,8
"12153","BNC3","Turdoides malcolmi",1,9
"12154","BNC3","Prinia buchanani",1,9
"12155","BNC3","Pycnonotus cafer",1,9
"12156","BNC3","Turnix suscitator",NA,9
"12157","BNC3","Streptopelia decaocto",1,9
"12158","BNC3","Pavo cristatus",1,9
"12159","BNC3","Vanellus indicus",NA,9
"12160","BNC3","Mirafra erythroptera",NA,9
"12161","BNC3","Burhinus oedicnemus",NA,9
"12162","BNC3","Nectarinia asiatica",NA,9
"12163","BNC3","Turnix Tanki",NA,9
"12164","BNC3","Francolinus pondicerianus",NA,9
"12165","BNC3","Tephrodornis pondicerianus",NA,9
"12166","BNC3","Petronia xanthocollis",NA,9
"12167","BNC3","Merops orientalis",NA,9
"12168","BNC3","Pycnonotus leucotis",NA,9
"12169","BNC3","Eremopterix griseus",NA,9
"12170","BNC3","Psittacula krameri",NA,9
"12171","BNC3","Centropus sinensis",NA,9
"12172","BNC3","Dicrurus macrocercus",1,9
"12173","BNC3","Lanius vittatus",NA,9
"12174","BNC3","Saxicola caprata",NA,9
"12175","BNC3","Perdicula argoondah",NA,9
"12176","BNC3","Vanellus malabaricus",NA,9
"12177","BNC3","Francolinus pictus",1,9
"12178","BNC3","Saxicoloides fulicatus",NA,9
"12179","BNC3","Acro sp.",NA,9
"12180","BNC3","Prinia socialis",NA,9
"12181","BNC3","Lanius schach",NA,9
"12182","BNC3","Amaurornis phoenicurus",NA,9
"12183","BNC3","Prinia inornata",NA,9
"12184","BNC3","Lonchura malabarica",NA,9
"12185","BNC3","Cuculus varius",NA,9
"12186","BNC3","Mirafra cantillans",1,9
"12187","BNC3","Acridotheres tristis",NA,9
"12188","BNC3","Corvus macrorhynchos",NA,9
"12189","BNC3","Eudynamys scolopaceus",NA,9
"12190","BNC3","Lanius excubitor",NA,9
"12191","BNC3","Coturnix coromandelica",NA,9
"12192","BNC3","Turnix sylvaticus",NA,9
"12193","BNC3","Pericrocotus erythropygius",NA,9
"12194","BNC3","Pericrocotus cinnamomeus",NA,9
"12195","BNC3","Hirundo smithii",NA,9
"12196","BNC3","Cisticola juncidis",NA,9
"12197","BNC3","Anas poecilorhyncha",NA,9
"12198","BNC3","Rhipidura aureola",NA,9
"12199","BNC3","Dinopium benghalense",NA,9
"12200","BNC3","Sypheotides indicus",NA,9
"12201","BNC3","Halcyon smyrnensis",NA,9
"12202","BNC3","Turdoides malcolmi",1,10
"12203","BNC3","Prinia buchanani",1,10
"12204","BNC3","Pycnonotus cafer",1,10
"12205","BNC3","Turnix suscitator",NA,10
"12206","BNC3","Streptopelia decaocto",1,10
"12207","BNC3","Pavo cristatus",1,10
"12208","BNC3","Vanellus indicus",1,10
"12209","BNC3","Mirafra erythroptera",NA,10
"12210","BNC3","Burhinus oedicnemus",NA,10
"12211","BNC3","Nectarinia asiatica",NA,10
"12212","BNC3","Turnix Tanki",NA,10
"12213","BNC3","Francolinus pondicerianus",NA,10
"12214","BNC3","Tephrodornis pondicerianus",NA,10
"12215","BNC3","Petronia xanthocollis",NA,10
"12216","BNC3","Merops orientalis",NA,10
"12217","BNC3","Pycnonotus leucotis",NA,10
"12218","BNC3","Eremopterix griseus",NA,10
"12219","BNC3","Psittacula krameri",NA,10
"12220","BNC3","Centropus sinensis",NA,10
"12221","BNC3","Dicrurus macrocercus",NA,10
"12222","BNC3","Lanius vittatus",NA,10
"12223","BNC3","Saxicola caprata",NA,10
"12224","BNC3","Perdicula argoondah",NA,10
"12225","BNC3","Vanellus malabaricus",NA,10
"12226","BNC3","Francolinus pictus",NA,10
"12227","BNC3","Saxicoloides fulicatus",NA,10
"12228","BNC3","Acro sp.",NA,10
"12229","BNC3","Prinia socialis",NA,10
"12230","BNC3","Lanius schach",NA,10
"12231","BNC3","Amaurornis phoenicurus",NA,10
"12232","BNC3","Prinia inornata",1,10
"12233","BNC3","Lonchura malabarica",NA,10
"12234","BNC3","Cuculus varius",NA,10
"12235","BNC3","Mirafra cantillans",1,10
"12236","BNC3","Acridotheres tristis",1,10
"12237","BNC3","Corvus macrorhynchos",NA,10
"12238","BNC3","Eudynamys scolopaceus",NA,10
"12239","BNC3","Lanius excubitor",NA,10
"12240","BNC3","Coturnix coromandelica",NA,10
"12241","BNC3","Turnix sylvaticus",1,10
"12242","BNC3","Pericrocotus erythropygius",NA,10
"12243","BNC3","Pericrocotus cinnamomeus",NA,10
"12244","BNC3","Hirundo smithii",NA,10
"12245","BNC3","Cisticola juncidis",NA,10
"12246","BNC3","Anas poecilorhyncha",NA,10
"12247","BNC3","Rhipidura aureola",NA,10
"12248","BNC3","Dinopium benghalense",NA,10
"12249","BNC3","Sypheotides indicus",NA,10
"12250","BNC3","Halcyon smyrnensis",NA,10
"12251","CHC1","Turdoides malcolmi",1,1
"12252","CHC1","Prinia buchanani",1,1
"12253","CHC1","Pycnonotus cafer",NA,1
"12254","CHC1","Turnix suscitator",NA,1
"12255","CHC1","Streptopelia decaocto",1,1
"12256","CHC1","Pavo cristatus",1,1
"12257","CHC1","Vanellus indicus",1,1
"12258","CHC1","Mirafra erythroptera",NA,1
"12259","CHC1","Burhinus oedicnemus",NA,1
"12260","CHC1","Nectarinia asiatica",NA,1
"12261","CHC1","Turnix Tanki",NA,1
"12262","CHC1","Francolinus pondicerianus",1,1
"12263","CHC1","Tephrodornis pondicerianus",NA,1
"12264","CHC1","Petronia xanthocollis",NA,1
"12265","CHC1","Merops orientalis",NA,1
"12266","CHC1","Pycnonotus leucotis",NA,1
"12267","CHC1","Eremopterix griseus",NA,1
"12268","CHC1","Psittacula krameri",NA,1
"12269","CHC1","Centropus sinensis",NA,1
"12270","CHC1","Dicrurus macrocercus",NA,1
"12271","CHC1","Lanius vittatus",NA,1
"12272","CHC1","Saxicola caprata",NA,1
"12273","CHC1","Perdicula argoondah",NA,1
"12274","CHC1","Vanellus malabaricus",NA,1
"12275","CHC1","Francolinus pictus",NA,1
"12276","CHC1","Saxicoloides fulicatus",1,1
"12277","CHC1","Acro sp.",NA,1
"12278","CHC1","Prinia socialis",NA,1
"12279","CHC1","Lanius schach",NA,1
"12280","CHC1","Amaurornis phoenicurus",NA,1
"12281","CHC1","Prinia inornata",NA,1
"12282","CHC1","Lonchura malabarica",NA,1
"12283","CHC1","Cuculus varius",NA,1
"12284","CHC1","Mirafra cantillans",1,1
"12285","CHC1","Acridotheres tristis",1,1
"12286","CHC1","Corvus macrorhynchos",NA,1
"12287","CHC1","Eudynamys scolopaceus",NA,1
"12288","CHC1","Lanius excubitor",NA,1
"12289","CHC1","Coturnix coromandelica",NA,1
"12290","CHC1","Turnix sylvaticus",NA,1
"12291","CHC1","Pericrocotus erythropygius",NA,1
"12292","CHC1","Pericrocotus cinnamomeus",NA,1
"12293","CHC1","Hirundo smithii",NA,1
"12294","CHC1","Cisticola juncidis",NA,1
"12295","CHC1","Anas poecilorhyncha",NA,1
"12296","CHC1","Rhipidura aureola",NA,1
"12297","CHC1","Dinopium benghalense",NA,1
"12298","CHC1","Sypheotides indicus",NA,1
"12299","CHC1","Halcyon smyrnensis",NA,1
"12300","CHC1","Turdoides malcolmi",1,2
"12301","CHC1","Prinia buchanani",NA,2
"12302","CHC1","Pycnonotus cafer",1,2
"12303","CHC1","Turnix suscitator",NA,2
"12304","CHC1","Streptopelia decaocto",1,2
"12305","CHC1","Pavo cristatus",NA,2
"12306","CHC1","Vanellus indicus",NA,2
"12307","CHC1","Mirafra erythroptera",NA,2
"12308","CHC1","Burhinus oedicnemus",NA,2
"12309","CHC1","Nectarinia asiatica",NA,2
"12310","CHC1","Turnix Tanki",NA,2
"12311","CHC1","Francolinus pondicerianus",1,2
"12312","CHC1","Tephrodornis pondicerianus",NA,2
"12313","CHC1","Petronia xanthocollis",NA,2
"12314","CHC1","Merops orientalis",NA,2
"12315","CHC1","Pycnonotus leucotis",NA,2
"12316","CHC1","Eremopterix griseus",NA,2
"12317","CHC1","Psittacula krameri",NA,2
"12318","CHC1","Centropus sinensis",NA,2
"12319","CHC1","Dicrurus macrocercus",NA,2
"12320","CHC1","Lanius vittatus",NA,2
"12321","CHC1","Saxicola caprata",NA,2
"12322","CHC1","Perdicula argoondah",NA,2
"12323","CHC1","Vanellus malabaricus",NA,2
"12324","CHC1","Francolinus pictus",NA,2
"12325","CHC1","Saxicoloides fulicatus",NA,2
"12326","CHC1","Acro sp.",NA,2
"12327","CHC1","Prinia socialis",NA,2
"12328","CHC1","Lanius schach",NA,2
"12329","CHC1","Amaurornis phoenicurus",NA,2
"12330","CHC1","Prinia inornata",1,2
"12331","CHC1","Lonchura malabarica",NA,2
"12332","CHC1","Cuculus varius",NA,2
"12333","CHC1","Mirafra cantillans",1,2
"12334","CHC1","Acridotheres tristis",NA,2
"12335","CHC1","Corvus macrorhynchos",NA,2
"12336","CHC1","Eudynamys scolopaceus",NA,2
"12337","CHC1","Lanius excubitor",NA,2
"12338","CHC1","Coturnix coromandelica",NA,2
"12339","CHC1","Turnix sylvaticus",NA,2
"12340","CHC1","Pericrocotus erythropygius",NA,2
"12341","CHC1","Pericrocotus cinnamomeus",NA,2
"12342","CHC1","Hirundo smithii",NA,2
"12343","CHC1","Cisticola juncidis",NA,2
"12344","CHC1","Anas poecilorhyncha",NA,2
"12345","CHC1","Rhipidura aureola",NA,2
"12346","CHC1","Dinopium benghalense",NA,2
"12347","CHC1","Sypheotides indicus",NA,2
"12348","CHC1","Halcyon smyrnensis",NA,2
"12349","CHC1","Turdoides malcolmi",1,3
"12350","CHC1","Prinia buchanani",NA,3
"12351","CHC1","Pycnonotus cafer",NA,3
"12352","CHC1","Turnix suscitator",NA,3
"12353","CHC1","Streptopelia decaocto",1,3
"12354","CHC1","Pavo cristatus",1,3
"12355","CHC1","Vanellus indicus",NA,3
"12356","CHC1","Mirafra erythroptera",NA,3
"12357","CHC1","Burhinus oedicnemus",NA,3
"12358","CHC1","Nectarinia asiatica",NA,3
"12359","CHC1","Turnix Tanki",NA,3
"12360","CHC1","Francolinus pondicerianus",1,3
"12361","CHC1","Tephrodornis pondicerianus",NA,3
"12362","CHC1","Petronia xanthocollis",NA,3
"12363","CHC1","Merops orientalis",NA,3
"12364","CHC1","Pycnonotus leucotis",NA,3
"12365","CHC1","Eremopterix griseus",NA,3
"12366","CHC1","Psittacula krameri",NA,3
"12367","CHC1","Centropus sinensis",NA,3
"12368","CHC1","Dicrurus macrocercus",1,3
"12369","CHC1","Lanius vittatus",NA,3
"12370","CHC1","Saxicola caprata",NA,3
"12371","CHC1","Perdicula argoondah",NA,3
"12372","CHC1","Vanellus malabaricus",NA,3
"12373","CHC1","Francolinus pictus",NA,3
"12374","CHC1","Saxicoloides fulicatus",1,3
"12375","CHC1","Acro sp.",NA,3
"12376","CHC1","Prinia socialis",NA,3
"12377","CHC1","Lanius schach",NA,3
"12378","CHC1","Amaurornis phoenicurus",NA,3
"12379","CHC1","Prinia inornata",NA,3
"12380","CHC1","Lonchura malabarica",NA,3
"12381","CHC1","Cuculus varius",NA,3
"12382","CHC1","Mirafra cantillans",NA,3
"12383","CHC1","Acridotheres tristis",1,3
"12384","CHC1","Corvus macrorhynchos",NA,3
"12385","CHC1","Eudynamys scolopaceus",1,3
"12386","CHC1","Lanius excubitor",NA,3
"12387","CHC1","Coturnix coromandelica",NA,3
"12388","CHC1","Turnix sylvaticus",NA,3
"12389","CHC1","Pericrocotus erythropygius",NA,3
"12390","CHC1","Pericrocotus cinnamomeus",NA,3
"12391","CHC1","Hirundo smithii",NA,3
"12392","CHC1","Cisticola juncidis",NA,3
"12393","CHC1","Anas poecilorhyncha",NA,3
"12394","CHC1","Rhipidura aureola",NA,3
"12395","CHC1","Dinopium benghalense",NA,3
"12396","CHC1","Sypheotides indicus",NA,3
"12397","CHC1","Halcyon smyrnensis",NA,3
"12398","CHC1","Turdoides malcolmi",1,4
"12399","CHC1","Prinia buchanani",1,4
"12400","CHC1","Pycnonotus cafer",NA,4
"12401","CHC1","Turnix suscitator",NA,4
"12402","CHC1","Streptopelia decaocto",NA,4
"12403","CHC1","Pavo cristatus",1,4
"12404","CHC1","Vanellus indicus",NA,4
"12405","CHC1","Mirafra erythroptera",NA,4
"12406","CHC1","Burhinus oedicnemus",NA,4
"12407","CHC1","Nectarinia asiatica",NA,4
"12408","CHC1","Turnix Tanki",NA,4
"12409","CHC1","Francolinus pondicerianus",NA,4
"12410","CHC1","Tephrodornis pondicerianus",NA,4
"12411","CHC1","Petronia xanthocollis",NA,4
"12412","CHC1","Merops orientalis",NA,4
"12413","CHC1","Pycnonotus leucotis",NA,4
"12414","CHC1","Eremopterix griseus",NA,4
"12415","CHC1","Psittacula krameri",NA,4
"12416","CHC1","Centropus sinensis",NA,4
"12417","CHC1","Dicrurus macrocercus",NA,4
"12418","CHC1","Lanius vittatus",NA,4
"12419","CHC1","Saxicola caprata",NA,4
"12420","CHC1","Perdicula argoondah",NA,4
"12421","CHC1","Vanellus malabaricus",NA,4
"12422","CHC1","Francolinus pictus",NA,4
"12423","CHC1","Saxicoloides fulicatus",NA,4
"12424","CHC1","Acro sp.",NA,4
"12425","CHC1","Prinia socialis",NA,4
"12426","CHC1","Lanius schach",NA,4
"12427","CHC1","Amaurornis phoenicurus",NA,4
"12428","CHC1","Prinia inornata",NA,4
"12429","CHC1","Lonchura malabarica",NA,4
"12430","CHC1","Cuculus varius",NA,4
"12431","CHC1","Mirafra cantillans",1,4
"12432","CHC1","Acridotheres tristis",1,4
"12433","CHC1","Corvus macrorhynchos",NA,4
"12434","CHC1","Eudynamys scolopaceus",1,4
"12435","CHC1","Lanius excubitor",NA,4
"12436","CHC1","Coturnix coromandelica",NA,4
"12437","CHC1","Turnix sylvaticus",NA,4
"12438","CHC1","Pericrocotus erythropygius",NA,4
"12439","CHC1","Pericrocotus cinnamomeus",NA,4
"12440","CHC1","Hirundo smithii",NA,4
"12441","CHC1","Cisticola juncidis",NA,4
"12442","CHC1","Anas poecilorhyncha",NA,4
"12443","CHC1","Rhipidura aureola",NA,4
"12444","CHC1","Dinopium benghalense",NA,4
"12445","CHC1","Sypheotides indicus",NA,4
"12446","CHC1","Halcyon smyrnensis",NA,4
"12447","CHC1","Turdoides malcolmi",1,5
"12448","CHC1","Prinia buchanani",NA,5
"12449","CHC1","Pycnonotus cafer",NA,5
"12450","CHC1","Turnix suscitator",NA,5
"12451","CHC1","Streptopelia decaocto",NA,5
"12452","CHC1","Pavo cristatus",1,5
"12453","CHC1","Vanellus indicus",1,5
"12454","CHC1","Mirafra erythroptera",NA,5
"12455","CHC1","Burhinus oedicnemus",NA,5
"12456","CHC1","Nectarinia asiatica",NA,5
"12457","CHC1","Turnix Tanki",NA,5
"12458","CHC1","Francolinus pondicerianus",1,5
"12459","CHC1","Tephrodornis pondicerianus",NA,5
"12460","CHC1","Petronia xanthocollis",NA,5
"12461","CHC1","Merops orientalis",NA,5
"12462","CHC1","Pycnonotus leucotis",NA,5
"12463","CHC1","Eremopterix griseus",NA,5
"12464","CHC1","Psittacula krameri",NA,5
"12465","CHC1","Centropus sinensis",NA,5
"12466","CHC1","Dicrurus macrocercus",NA,5
"12467","CHC1","Lanius vittatus",NA,5
"12468","CHC1","Saxicola caprata",NA,5
"12469","CHC1","Perdicula argoondah",NA,5
"12470","CHC1","Vanellus malabaricus",NA,5
"12471","CHC1","Francolinus pictus",NA,5
"12472","CHC1","Saxicoloides fulicatus",NA,5
"12473","CHC1","Acro sp.",NA,5
"12474","CHC1","Prinia socialis",NA,5
"12475","CHC1","Lanius schach",NA,5
"12476","CHC1","Amaurornis phoenicurus",NA,5
"12477","CHC1","Prinia inornata",NA,5
"12478","CHC1","Lonchura malabarica",NA,5
"12479","CHC1","Cuculus varius",NA,5
"12480","CHC1","Mirafra cantillans",1,5
"12481","CHC1","Acridotheres tristis",NA,5
"12482","CHC1","Corvus macrorhynchos",1,5
"12483","CHC1","Eudynamys scolopaceus",NA,5
"12484","CHC1","Lanius excubitor",NA,5
"12485","CHC1","Coturnix coromandelica",NA,5
"12486","CHC1","Turnix sylvaticus",NA,5
"12487","CHC1","Pericrocotus erythropygius",NA,5
"12488","CHC1","Pericrocotus cinnamomeus",NA,5
"12489","CHC1","Hirundo smithii",NA,5
"12490","CHC1","Cisticola juncidis",NA,5
"12491","CHC1","Anas poecilorhyncha",NA,5
"12492","CHC1","Rhipidura aureola",NA,5
"12493","CHC1","Dinopium benghalense",NA,5
