"","Site","Species","Presence","Survey"
"1","BN1","Turdoides malcolmi",1,1
"2","BN1","Prinia buchanani",1,1
"3","BN1","Pycnonotus cafer",1,1
"4","BN1","Turnix suscitator",1,1
"5","BN1","Streptopelia decaocto",1,1
"6","BN1","Pavo cristatus",1,1
"7","BN1","Vanellus indicus",1,1
"8","BN1","Mirafra erythroptera",1,1
"9","BN1","Burhinus oedicnemus",NA,1
"10","BN1","Nectarinia asiatica",NA,1
"11","BN1","Turnix Tanki",NA,1
"12","BN1","Francolinus pondicerianus",NA,1
"13","BN1","Tephrodornis pondicerianus",NA,1
"14","BN1","Petronia xanthocollis",NA,1
"15","BN1","Merops orientalis",NA,1
"16","BN1","Pycnonotus leucotis",NA,1
"17","BN1","Eremopterix griseus",NA,1
"18","BN1","Psittacula krameri",NA,1
"19","BN1","Centropus sinensis",NA,1
"20","BN1","Dicrurus macrocercus",NA,1
"21","BN1","Lanius vittatus",NA,1
"22","BN1","Saxicola caprata",NA,1
"23","BN1","Perdicula argoondah",NA,1
"24","BN1","Vanellus malabaricus",NA,1
"25","BN1","Francolinus pictus",NA,1
"26","BN1","Saxicoloides fulicatus",NA,1
"27","BN1","Acro sp.",NA,1
"28","BN1","Prinia socialis",NA,1
"29","BN1","Lanius schach",NA,1
"30","BN1","Amaurornis phoenicurus",NA,1
"31","BN1","Prinia inornata",NA,1
"32","BN1","Lonchura malabarica",NA,1
"33","BN1","Cuculus varius",NA,1
"34","BN1","Mirafra cantillans",NA,1
"35","BN1","Acridotheres tristis",NA,1
"36","BN1","Corvus macrorhynchos",NA,1
"37","BN1","Eudynamys scolopaceus",NA,1
"38","BN1","Lanius excubitor",NA,1
"39","BN1","Coturnix coromandelica",NA,1
"40","BN1","Turnix sylvaticus",NA,1
"41","BN1","Pericrocotus erythropygius",NA,1
"42","BN1","Pericrocotus cinnamomeus",NA,1
"43","BN1","Hirundo smithii",NA,1
"44","BN1","Cisticola juncidis",NA,1
"45","BN1","Anas poecilorhyncha",NA,1
"46","BN1","Rhipidura aureola",NA,1
"47","BN1","Dinopium benghalense",NA,1
"48","BN1","Sypheotides indicus",NA,1
"49","BN1","Halcyon smyrnensis",NA,1
"50","BN1","Turdoides malcolmi",1,2
"51","BN1","Prinia buchanani",1,2
"52","BN1","Pycnonotus cafer",1,2
"53","BN1","Turnix suscitator",NA,2
"54","BN1","Streptopelia decaocto",1,2
"55","BN1","Pavo cristatus",1,2
"56","BN1","Vanellus indicus",NA,2
"57","BN1","Mirafra erythroptera",1,2
"58","BN1","Burhinus oedicnemus",1,2
"59","BN1","Nectarinia asiatica",1,2
"60","BN1","Turnix Tanki",NA,2
"61","BN1","Francolinus pondicerianus",1,2
"62","BN1","Tephrodornis pondicerianus",1,2
"63","BN1","Petronia xanthocollis",1,2
"64","BN1","Merops orientalis",1,2
"65","BN1","Pycnonotus leucotis",1,2
"66","BN1","Eremopterix griseus",NA,2
"67","BN1","Psittacula krameri",NA,2
"68","BN1","Centropus sinensis",NA,2
"69","BN1","Dicrurus macrocercus",NA,2
"70","BN1","Lanius vittatus",NA,2
"71","BN1","Saxicola caprata",NA,2
"72","BN1","Perdicula argoondah",NA,2
"73","BN1","Vanellus malabaricus",NA,2
"74","BN1","Francolinus pictus",NA,2
"75","BN1","Saxicoloides fulicatus",NA,2
"76","BN1","Acro sp.",NA,2
"77","BN1","Prinia socialis",NA,2
"78","BN1","Lanius schach",NA,2
"79","BN1","Amaurornis phoenicurus",NA,2
"80","BN1","Prinia inornata",NA,2
"81","BN1","Lonchura malabarica",NA,2
"82","BN1","Cuculus varius",NA,2
"83","BN1","Mirafra cantillans",NA,2
"84","BN1","Acridotheres tristis",NA,2
"85","BN1","Corvus macrorhynchos",NA,2
"86","BN1","Eudynamys scolopaceus",1,2
"87","BN1","Lanius excubitor",NA,2
"88","BN1","Coturnix coromandelica",NA,2
"89","BN1","Turnix sylvaticus",NA,2
"90","BN1","Pericrocotus erythropygius",NA,2
"91","BN1","Pericrocotus cinnamomeus",NA,2
"92","BN1","Hirundo smithii",NA,2
"93","BN1","Cisticola juncidis",NA,2
"94","BN1","Anas poecilorhyncha",NA,2
"95","BN1","Rhipidura aureola",NA,2
"96","BN1","Dinopium benghalense",NA,2
"97","BN1","Sypheotides indicus",NA,2
"98","BN1","Halcyon smyrnensis",NA,2
"99","BN1","Turdoides malcolmi",NA,3
"100","BN1","Prinia buchanani",1,3
"101","BN1","Pycnonotus cafer",NA,3
"102","BN1","Turnix suscitator",1,3
"103","BN1","Streptopelia decaocto",1,3
"104","BN1","Pavo cristatus",1,3
"105","BN1","Vanellus indicus",NA,3
"106","BN1","Mirafra erythroptera",1,3
"107","BN1","Burhinus oedicnemus",1,3
"108","BN1","Nectarinia asiatica",1,3
"109","BN1","Turnix Tanki",NA,3
"110","BN1","Francolinus pondicerianus",1,3
"111","BN1","Tephrodornis pondicerianus",NA,3
"112","BN1","Petronia xanthocollis",1,3
"113","BN1","Merops orientalis",1,3
"114","BN1","Pycnonotus leucotis",NA,3
"115","BN1","Eremopterix griseus",1,3
"116","BN1","Psittacula krameri",NA,3
"117","BN1","Centropus sinensis",NA,3
"118","BN1","Dicrurus macrocercus",NA,3
"119","BN1","Lanius vittatus",NA,3
"120","BN1","Saxicola caprata",NA,3
"121","BN1","Perdicula argoondah",NA,3
"122","BN1","Vanellus malabaricus",NA,3
"123","BN1","Francolinus pictus",NA,3
"124","BN1","Saxicoloides fulicatus",NA,3
"125","BN1","Acro sp.",NA,3
"126","BN1","Prinia socialis",NA,3
"127","BN1","Lanius schach",NA,3
"128","BN1","Amaurornis phoenicurus",NA,3
"129","BN1","Prinia inornata",NA,3
"130","BN1","Lonchura malabarica",NA,3
"131","BN1","Cuculus varius",NA,3
"132","BN1","Mirafra cantillans",NA,3
"133","BN1","Acridotheres tristis",NA,3
"134","BN1","Corvus macrorhynchos",NA,3
"135","BN1","Eudynamys scolopaceus",1,3
"136","BN1","Lanius excubitor",NA,3
"137","BN1","Coturnix coromandelica",NA,3
"138","BN1","Turnix sylvaticus",NA,3
"139","BN1","Pericrocotus erythropygius",NA,3
"140","BN1","Pericrocotus cinnamomeus",NA,3
"141","BN1","Hirundo smithii",NA,3
"142","BN1","Cisticola juncidis",NA,3
"143","BN1","Anas poecilorhyncha",NA,3
"144","BN1","Rhipidura aureola",NA,3
"145","BN1","Dinopium benghalense",NA,3
"146","BN1","Sypheotides indicus",NA,3
"147","BN1","Halcyon smyrnensis",NA,3
"148","BN1","Turdoides malcolmi",1,4
"149","BN1","Prinia buchanani",1,4
"150","BN1","Pycnonotus cafer",1,4
"151","BN1","Turnix suscitator",1,4
"152","BN1","Streptopelia decaocto",1,4
"153","BN1","Pavo cristatus",1,4
"154","BN1","Vanellus indicus",1,4
"155","BN1","Mirafra erythroptera",NA,4
"156","BN1","Burhinus oedicnemus",NA,4
"157","BN1","Nectarinia asiatica",NA,4
"158","BN1","Turnix Tanki",NA,4
"159","BN1","Francolinus pondicerianus",1,4
"160","BN1","Tephrodornis pondicerianus",NA,4
"161","BN1","Petronia xanthocollis",1,4
"162","BN1","Merops orientalis",NA,4
"163","BN1","Pycnonotus leucotis",NA,4
"164","BN1","Eremopterix griseus",NA,4
"165","BN1","Psittacula krameri",1,4
"166","BN1","Centropus sinensis",1,4
"167","BN1","Dicrurus macrocercus",1,4
"168","BN1","Lanius vittatus",NA,4
"169","BN1","Saxicola caprata",NA,4
"170","BN1","Perdicula argoondah",NA,4
"171","BN1","Vanellus malabaricus",NA,4
"172","BN1","Francolinus pictus",NA,4
"173","BN1","Saxicoloides fulicatus",NA,4
"174","BN1","Acro sp.",NA,4
"175","BN1","Prinia socialis",NA,4
"176","BN1","Lanius schach",NA,4
"177","BN1","Amaurornis phoenicurus",NA,4
"178","BN1","Prinia inornata",NA,4
"179","BN1","Lonchura malabarica",NA,4
"180","BN1","Cuculus varius",NA,4
"181","BN1","Mirafra cantillans",NA,4
"182","BN1","Acridotheres tristis",NA,4
"183","BN1","Corvus macrorhynchos",NA,4
"184","BN1","Eudynamys scolopaceus",1,4
"185","BN1","Lanius excubitor",NA,4
"186","BN1","Coturnix coromandelica",NA,4
"187","BN1","Turnix sylvaticus",NA,4
"188","BN1","Pericrocotus erythropygius",NA,4
"189","BN1","Pericrocotus cinnamomeus",NA,4
"190","BN1","Hirundo smithii",NA,4
"191","BN1","Cisticola juncidis",NA,4
"192","BN1","Anas poecilorhyncha",NA,4
"193","BN1","Rhipidura aureola",NA,4
"194","BN1","Dinopium benghalense",NA,4
"195","BN1","Sypheotides indicus",NA,4
"196","BN1","Halcyon smyrnensis",NA,4
"197","BN1","Turdoides malcolmi",1,5
"198","BN1","Prinia buchanani",1,5
"199","BN1","Pycnonotus cafer",1,5
"200","BN1","Turnix suscitator",NA,5
"201","BN1","Streptopelia decaocto",1,5
"202","BN1","Pavo cristatus",1,5
"203","BN1","Vanellus indicus",NA,5
"204","BN1","Mirafra erythroptera",1,5
"205","BN1","Burhinus oedicnemus",NA,5
"206","BN1","Nectarinia asiatica",1,5
"207","BN1","Turnix Tanki",NA,5
"208","BN1","Francolinus pondicerianus",1,5
"209","BN1","Tephrodornis pondicerianus",NA,5
"210","BN1","Petronia xanthocollis",1,5
"211","BN1","Merops orientalis",NA,5
"212","BN1","Pycnonotus leucotis",1,5
"213","BN1","Eremopterix griseus",1,5
"214","BN1","Psittacula krameri",1,5
"215","BN1","Centropus sinensis",1,5
"216","BN1","Dicrurus macrocercus",NA,5
"217","BN1","Lanius vittatus",NA,5
"218","BN1","Saxicola caprata",NA,5
"219","BN1","Perdicula argoondah",NA,5
"220","BN1","Vanellus malabaricus",NA,5
"221","BN1","Francolinus pictus",NA,5
"222","BN1","Saxicoloides fulicatus",NA,5
"223","BN1","Acro sp.",NA,5
"224","BN1","Prinia socialis",NA,5
"225","BN1","Lanius schach",NA,5
"226","BN1","Amaurornis phoenicurus",NA,5
"227","BN1","Prinia inornata",NA,5
"228","BN1","Lonchura malabarica",NA,5
"229","BN1","Cuculus varius",NA,5
"230","BN1","Mirafra cantillans",NA,5
"231","BN1","Acridotheres tristis",NA,5
"232","BN1","Corvus macrorhynchos",NA,5
"233","BN1","Eudynamys scolopaceus",NA,5
"234","BN1","Lanius excubitor",NA,5
"235","BN1","Coturnix coromandelica",NA,5
"236","BN1","Turnix sylvaticus",NA,5
"237","BN1","Pericrocotus erythropygius",NA,5
"238","BN1","Pericrocotus cinnamomeus",NA,5
"239","BN1","Hirundo smithii",NA,5
"240","BN1","Cisticola juncidis",NA,5
"241","BN1","Anas poecilorhyncha",NA,5
"242","BN1","Rhipidura aureola",NA,5
"243","BN1","Dinopium benghalense",NA,5
"244","BN1","Sypheotides indicus",NA,5
"245","BN1","Halcyon smyrnensis",NA,5
"246","BN1","Turdoides malcolmi",NA,6
"247","BN1","Prinia buchanani",1,6
"248","BN1","Pycnonotus cafer",NA,6
"249","BN1","Turnix suscitator",NA,6
"250","BN1","Streptopelia decaocto",NA,6
"251","BN1","Pavo cristatus",1,6
"252","BN1","Vanellus indicus",1,6
"253","BN1","Mirafra erythroptera",1,6
"254","BN1","Burhinus oedicnemus",NA,6
"255","BN1","Nectarinia asiatica",1,6
"256","BN1","Turnix Tanki",NA,6
"257","BN1","Francolinus pondicerianus",1,6
"258","BN1","Tephrodornis pondicerianus",NA,6
"259","BN1","Petronia xanthocollis",1,6
"260","BN1","Merops orientalis",NA,6
"261","BN1","Pycnonotus leucotis",NA,6
"262","BN1","Eremopterix griseus",NA,6
"263","BN1","Psittacula krameri",NA,6
"264","BN1","Centropus sinensis",NA,6
"265","BN1","Dicrurus macrocercus",NA,6
"266","BN1","Lanius vittatus",NA,6
"267","BN1","Saxicola caprata",1,6
"268","BN1","Perdicula argoondah",1,6
"269","BN1","Vanellus malabaricus",NA,6
"270","BN1","Francolinus pictus",NA,6
"271","BN1","Saxicoloides fulicatus",NA,6
"272","BN1","Acro sp.",NA,6
"273","BN1","Prinia socialis",NA,6
"274","BN1","Lanius schach",NA,6
"275","BN1","Amaurornis phoenicurus",NA,6
"276","BN1","Prinia inornata",NA,6
"277","BN1","Lonchura malabarica",NA,6
"278","BN1","Cuculus varius",NA,6
"279","BN1","Mirafra cantillans",NA,6
"280","BN1","Acridotheres tristis",NA,6
"281","BN1","Corvus macrorhynchos",NA,6
"282","BN1","Eudynamys scolopaceus",1,6
"283","BN1","Lanius excubitor",NA,6
"284","BN1","Coturnix coromandelica",NA,6
"285","BN1","Turnix sylvaticus",NA,6
"286","BN1","Pericrocotus erythropygius",NA,6
"287","BN1","Pericrocotus cinnamomeus",NA,6
"288","BN1","Hirundo smithii",NA,6
"289","BN1","Cisticola juncidis",NA,6
"290","BN1","Anas poecilorhyncha",NA,6
"291","BN1","Rhipidura aureola",NA,6
"292","BN1","Dinopium benghalense",NA,6
"293","BN1","Sypheotides indicus",NA,6
"294","BN1","Halcyon smyrnensis",NA,6
"295","BN1","Turdoides malcolmi",1,7
"296","BN1","Prinia buchanani",1,7
"297","BN1","Pycnonotus cafer",1,7
"298","BN1","Turnix suscitator",1,7
"299","BN1","Streptopelia decaocto",NA,7
"300","BN1","Pavo cristatus",1,7
"301","BN1","Vanellus indicus",1,7
"302","BN1","Mirafra erythroptera",1,7
"303","BN1","Burhinus oedicnemus",NA,7
"304","BN1","Nectarinia asiatica",1,7
"305","BN1","Turnix Tanki",NA,7
"306","BN1","Francolinus pondicerianus",1,7
"307","BN1","Tephrodornis pondicerianus",NA,7
"308","BN1","Petronia xanthocollis",NA,7
"309","BN1","Merops orientalis",NA,7
"310","BN1","Pycnonotus leucotis",NA,7
"311","BN1","Eremopterix griseus",NA,7
"312","BN1","Psittacula krameri",1,7
"313","BN1","Centropus sinensis",NA,7
"314","BN1","Dicrurus macrocercus",NA,7
"315","BN1","Lanius vittatus",1,7
"316","BN1","Saxicola caprata",NA,7
"317","BN1","Perdicula argoondah",NA,7
"318","BN1","Vanellus malabaricus",NA,7
"319","BN1","Francolinus pictus",NA,7
"320","BN1","Saxicoloides fulicatus",NA,7
"321","BN1","Acro sp.",NA,7
"322","BN1","Prinia socialis",NA,7
"323","BN1","Lanius schach",NA,7
"324","BN1","Amaurornis phoenicurus",NA,7
"325","BN1","Prinia inornata",NA,7
"326","BN1","Lonchura malabarica",NA,7
"327","BN1","Cuculus varius",NA,7
"328","BN1","Mirafra cantillans",NA,7
"329","BN1","Acridotheres tristis",NA,7
"330","BN1","Corvus macrorhynchos",NA,7
"331","BN1","Eudynamys scolopaceus",NA,7
"332","BN1","Lanius excubitor",NA,7
"333","BN1","Coturnix coromandelica",NA,7
"334","BN1","Turnix sylvaticus",NA,7
"335","BN1","Pericrocotus erythropygius",NA,7
"336","BN1","Pericrocotus cinnamomeus",NA,7
"337","BN1","Hirundo smithii",NA,7
"338","BN1","Cisticola juncidis",NA,7
"339","BN1","Anas poecilorhyncha",NA,7
"340","BN1","Rhipidura aureola",NA,7
"341","BN1","Dinopium benghalense",NA,7
"342","BN1","Sypheotides indicus",NA,7
"343","BN1","Halcyon smyrnensis",NA,7
"344","BN1","Turdoides malcolmi",NA,8
"345","BN1","Prinia buchanani",NA,8
"346","BN1","Pycnonotus cafer",1,8
"347","BN1","Turnix suscitator",NA,8
"348","BN1","Streptopelia decaocto",NA,8
"349","BN1","Pavo cristatus",NA,8
"350","BN1","Vanellus indicus",1,8
"351","BN1","Mirafra erythroptera",1,8
"352","BN1","Burhinus oedicnemus",NA,8
"353","BN1","Nectarinia asiatica",1,8
"354","BN1","Turnix Tanki",NA,8
"355","BN1","Francolinus pondicerianus",1,8
"356","BN1","Tephrodornis pondicerianus",1,8
"357","BN1","Petronia xanthocollis",NA,8
"358","BN1","Merops orientalis",NA,8
"359","BN1","Pycnonotus leucotis",NA,8
"360","BN1","Eremopterix griseus",NA,8
"361","BN1","Psittacula krameri",NA,8
"362","BN1","Centropus sinensis",NA,8
"363","BN1","Dicrurus macrocercus",NA,8
"364","BN1","Lanius vittatus",1,8
"365","BN1","Saxicola caprata",NA,8
"366","BN1","Perdicula argoondah",NA,8
"367","BN1","Vanellus malabaricus",NA,8
"368","BN1","Francolinus pictus",NA,8
"369","BN1","Saxicoloides fulicatus",NA,8
"370","BN1","Acro sp.",NA,8
"371","BN1","Prinia socialis",NA,8
"372","BN1","Lanius schach",NA,8
"373","BN1","Amaurornis phoenicurus",NA,8
"374","BN1","Prinia inornata",NA,8
"375","BN1","Lonchura malabarica",NA,8
"376","BN1","Cuculus varius",NA,8
"377","BN1","Mirafra cantillans",NA,8
"378","BN1","Acridotheres tristis",NA,8
"379","BN1","Corvus macrorhynchos",NA,8
"380","BN1","Eudynamys scolopaceus",1,8
"381","BN1","Lanius excubitor",NA,8
"382","BN1","Coturnix coromandelica",NA,8
"383","BN1","Turnix sylvaticus",NA,8
"384","BN1","Pericrocotus erythropygius",NA,8
"385","BN1","Pericrocotus cinnamomeus",NA,8
"386","BN1","Hirundo smithii",NA,8
"387","BN1","Cisticola juncidis",NA,8
"388","BN1","Anas poecilorhyncha",NA,8
"389","BN1","Rhipidura aureola",NA,8
"390","BN1","Dinopium benghalense",NA,8
"391","BN1","Sypheotides indicus",NA,8
"392","BN1","Halcyon smyrnensis",NA,8
"393","BN1","Turdoides malcolmi",1,9
"394","BN1","Prinia buchanani",1,9
"395","BN1","Pycnonotus cafer",1,9
"396","BN1","Turnix suscitator",1,9
"397","BN1","Streptopelia decaocto",1,9
"398","BN1","Pavo cristatus",1,9
"399","BN1","Vanellus indicus",1,9
"400","BN1","Mirafra erythroptera",1,9
"401","BN1","Burhinus oedicnemus",1,9
"402","BN1","Nectarinia asiatica",1,9
"403","BN1","Turnix Tanki",NA,9
"404","BN1","Francolinus pondicerianus",1,9
"405","BN1","Tephrodornis pondicerianus",1,9
"406","BN1","Petronia xanthocollis",1,9
"407","BN1","Merops orientalis",1,9
"408","BN1","Pycnonotus leucotis",NA,9
"409","BN1","Eremopterix griseus",NA,9
"410","BN1","Psittacula krameri",NA,9
"411","BN1","Centropus sinensis",NA,9
"412","BN1","Dicrurus macrocercus",NA,9
"413","BN1","Lanius vittatus",NA,9
"414","BN1","Saxicola caprata",NA,9
"415","BN1","Perdicula argoondah",1,9
"416","BN1","Vanellus malabaricus",NA,9
"417","BN1","Francolinus pictus",NA,9
"418","BN1","Saxicoloides fulicatus",NA,9
"419","BN1","Acro sp.",NA,9
"420","BN1","Prinia socialis",NA,9
"421","BN1","Lanius schach",NA,9
"422","BN1","Amaurornis phoenicurus",NA,9
"423","BN1","Prinia inornata",NA,9
"424","BN1","Lonchura malabarica",NA,9
"425","BN1","Cuculus varius",NA,9
"426","BN1","Mirafra cantillans",NA,9
"427","BN1","Acridotheres tristis",NA,9
"428","BN1","Corvus macrorhynchos",NA,9
"429","BN1","Eudynamys scolopaceus",1,9
"430","BN1","Lanius excubitor",NA,9
"431","BN1","Coturnix coromandelica",NA,9
"432","BN1","Turnix sylvaticus",NA,9
"433","BN1","Pericrocotus erythropygius",NA,9
"434","BN1","Pericrocotus cinnamomeus",NA,9
"435","BN1","Hirundo smithii",NA,9
"436","BN1","Cisticola juncidis",NA,9
"437","BN1","Anas poecilorhyncha",NA,9
"438","BN1","Rhipidura aureola",NA,9
"439","BN1","Dinopium benghalense",NA,9
"440","BN1","Sypheotides indicus",NA,9
"441","BN1","Halcyon smyrnensis",NA,9
"442","BN1","Turdoides malcolmi",1,10
"443","BN1","Prinia buchanani",1,10
"444","BN1","Pycnonotus cafer",1,10
"445","BN1","Turnix suscitator",1,10
"446","BN1","Streptopelia decaocto",1,10
"447","BN1","Pavo cristatus",1,10
"448","BN1","Vanellus indicus",NA,10
"449","BN1","Mirafra erythroptera",1,10
"450","BN1","Burhinus oedicnemus",NA,10
"451","BN1","Nectarinia asiatica",1,10
"452","BN1","Turnix Tanki",NA,10
"453","BN1","Francolinus pondicerianus",1,10
"454","BN1","Tephrodornis pondicerianus",NA,10
"455","BN1","Petronia xanthocollis",NA,10
"456","BN1","Merops orientalis",1,10
"457","BN1","Pycnonotus leucotis",NA,10
"458","BN1","Eremopterix griseus",NA,10
"459","BN1","Psittacula krameri",NA,10
"460","BN1","Centropus sinensis",NA,10
"461","BN1","Dicrurus macrocercus",1,10
"462","BN1","Lanius vittatus",1,10
"463","BN1","Saxicola caprata",NA,10
"464","BN1","Perdicula argoondah",NA,10
"465","BN1","Vanellus malabaricus",NA,10
"466","BN1","Francolinus pictus",NA,10
"467","BN1","Saxicoloides fulicatus",NA,10
"468","BN1","Acro sp.",NA,10
"469","BN1","Prinia socialis",NA,10
"470","BN1","Lanius schach",NA,10
"471","BN1","Amaurornis phoenicurus",NA,10
"472","BN1","Prinia inornata",NA,10
"473","BN1","Lonchura malabarica",NA,10
"474","BN1","Cuculus varius",NA,10
"475","BN1","Mirafra cantillans",NA,10
"476","BN1","Acridotheres tristis",NA,10
"477","BN1","Corvus macrorhynchos",NA,10
"478","BN1","Eudynamys scolopaceus",NA,10
"479","BN1","Lanius excubitor",NA,10
"480","BN1","Coturnix coromandelica",NA,10
"481","BN1","Turnix sylvaticus",NA,10
"482","BN1","Pericrocotus erythropygius",NA,10
"483","BN1","Pericrocotus cinnamomeus",NA,10
"484","BN1","Hirundo smithii",NA,10
"485","BN1","Cisticola juncidis",NA,10
"486","BN1","Anas poecilorhyncha",NA,10
"487","BN1","Rhipidura aureola",NA,10
"488","BN1","Dinopium benghalense",NA,10
"489","BN1","Sypheotides indicus",NA,10
"490","BN1","Halcyon smyrnensis",NA,10
"491","BN2","Turdoides malcolmi",NA,1
"492","BN2","Prinia buchanani",1,1
"493","BN2","Pycnonotus cafer",NA,1
"494","BN2","Turnix suscitator",NA,1
"495","BN2","Streptopelia decaocto",1,1
"496","BN2","Pavo cristatus",1,1
"497","BN2","Vanellus indicus",NA,1
"498","BN2","Mirafra erythroptera",1,1
"499","BN2","Burhinus oedicnemus",1,1
"500","BN2","Nectarinia asiatica",NA,1
"501","BN2","Turnix Tanki",NA,1
"502","BN2","Francolinus pondicerianus",NA,1
"503","BN2","Tephrodornis pondicerianus",NA,1
"504","BN2","Petronia xanthocollis",NA,1
"505","BN2","Merops orientalis",NA,1
"506","BN2","Pycnonotus leucotis",NA,1
"507","BN2","Eremopterix griseus",NA,1
"508","BN2","Psittacula krameri",NA,1
"509","BN2","Centropus sinensis",1,1
"510","BN2","Dicrurus macrocercus",NA,1
"511","BN2","Lanius vittatus",NA,1
"512","BN2","Saxicola caprata",NA,1
"513","BN2","Perdicula argoondah",NA,1
"514","BN2","Vanellus malabaricus",NA,1
"515","BN2","Francolinus pictus",NA,1
"516","BN2","Saxicoloides fulicatus",NA,1
"517","BN2","Acro sp.",NA,1
"518","BN2","Prinia socialis",NA,1
"519","BN2","Lanius schach",NA,1
"520","BN2","Amaurornis phoenicurus",NA,1
"521","BN2","Prinia inornata",NA,1
"522","BN2","Lonchura malabarica",NA,1
"523","BN2","Cuculus varius",NA,1
"524","BN2","Mirafra cantillans",NA,1
"525","BN2","Acridotheres tristis",NA,1
"526","BN2","Corvus macrorhynchos",NA,1
"527","BN2","Eudynamys scolopaceus",NA,1
"528","BN2","Lanius excubitor",NA,1
"529","BN2","Coturnix coromandelica",NA,1
"530","BN2","Turnix sylvaticus",NA,1
"531","BN2","Pericrocotus erythropygius",NA,1
"532","BN2","Pericrocotus cinnamomeus",NA,1
"533","BN2","Hirundo smithii",NA,1
"534","BN2","Cisticola juncidis",NA,1
"535","BN2","Anas poecilorhyncha",NA,1
"536","BN2","Rhipidura aureola",NA,1
"537","BN2","Dinopium benghalense",NA,1
"538","BN2","Sypheotides indicus",NA,1
"539","BN2","Halcyon smyrnensis",NA,1
"540","BN2","Turdoides malcolmi",1,2
"541","BN2","Prinia buchanani",1,2
"542","BN2","Pycnonotus cafer",1,2
"543","BN2","Turnix suscitator",NA,2
"544","BN2","Streptopelia decaocto",NA,2
"545","BN2","Pavo cristatus",1,2
"546","BN2","Vanellus indicus",NA,2
"547","BN2","Mirafra erythroptera",1,2
"548","BN2","Burhinus oedicnemus",NA,2
"549","BN2","Nectarinia asiatica",NA,2
"550","BN2","Turnix Tanki",NA,2
"551","BN2","Francolinus pondicerianus",1,2
"552","BN2","Tephrodornis pondicerianus",NA,2
"553","BN2","Petronia xanthocollis",NA,2
"554","BN2","Merops orientalis",NA,2
"555","BN2","Pycnonotus leucotis",NA,2
"556","BN2","Eremopterix griseus",1,2
"557","BN2","Psittacula krameri",1,2
"558","BN2","Centropus sinensis",NA,2
"559","BN2","Dicrurus macrocercus",NA,2
"560","BN2","Lanius vittatus",NA,2
"561","BN2","Saxicola caprata",NA,2
"562","BN2","Perdicula argoondah",NA,2
"563","BN2","Vanellus malabaricus",NA,2
"564","BN2","Francolinus pictus",NA,2
"565","BN2","Saxicoloides fulicatus",NA,2
"566","BN2","Acro sp.",NA,2
"567","BN2","Prinia socialis",NA,2
"568","BN2","Lanius schach",NA,2
"569","BN2","Amaurornis phoenicurus",NA,2
"570","BN2","Prinia inornata",NA,2
"571","BN2","Lonchura malabarica",NA,2
"572","BN2","Cuculus varius",NA,2
"573","BN2","Mirafra cantillans",NA,2
"574","BN2","Acridotheres tristis",NA,2
"575","BN2","Corvus macrorhynchos",NA,2
"576","BN2","Eudynamys scolopaceus",NA,2
"577","BN2","Lanius excubitor",NA,2
"578","BN2","Coturnix coromandelica",NA,2
"579","BN2","Turnix sylvaticus",NA,2
"580","BN2","Pericrocotus erythropygius",NA,2
"581","BN2","Pericrocotus cinnamomeus",NA,2
"582","BN2","Hirundo smithii",NA,2
"583","BN2","Cisticola juncidis",NA,2
"584","BN2","Anas poecilorhyncha",NA,2
"585","BN2","Rhipidura aureola",NA,2
"586","BN2","Dinopium benghalense",NA,2
"587","BN2","Sypheotides indicus",NA,2
"588","BN2","Halcyon smyrnensis",NA,2
"589","BN2","Turdoides malcolmi",1,3
"590","BN2","Prinia buchanani",1,3
"591","BN2","Pycnonotus cafer",1,3
"592","BN2","Turnix suscitator",NA,3
"593","BN2","Streptopelia decaocto",1,3
"594","BN2","Pavo cristatus",1,3
"595","BN2","Vanellus indicus",NA,3
"596","BN2","Mirafra erythroptera",NA,3
"597","BN2","Burhinus oedicnemus",NA,3
"598","BN2","Nectarinia asiatica",NA,3
"599","BN2","Turnix Tanki",NA,3
"600","BN2","Francolinus pondicerianus",NA,3
"601","BN2","Tephrodornis pondicerianus",NA,3
"602","BN2","Petronia xanthocollis",1,3
"603","BN2","Merops orientalis",1,3
"604","BN2","Pycnonotus leucotis",NA,3
"605","BN2","Eremopterix griseus",NA,3
"606","BN2","Psittacula krameri",NA,3
"607","BN2","Centropus sinensis",NA,3
"608","BN2","Dicrurus macrocercus",NA,3
"609","BN2","Lanius vittatus",NA,3
"610","BN2","Saxicola caprata",NA,3
"611","BN2","Perdicula argoondah",NA,3
"612","BN2","Vanellus malabaricus",NA,3
"613","BN2","Francolinus pictus",NA,3
"614","BN2","Saxicoloides fulicatus",NA,3
"615","BN2","Acro sp.",NA,3
"616","BN2","Prinia socialis",NA,3
"617","BN2","Lanius schach",NA,3
"618","BN2","Amaurornis phoenicurus",NA,3
"619","BN2","Prinia inornata",NA,3
"620","BN2","Lonchura malabarica",NA,3
"621","BN2","Cuculus varius",NA,3
"622","BN2","Mirafra cantillans",NA,3
"623","BN2","Acridotheres tristis",1,3
"624","BN2","Corvus macrorhynchos",NA,3
"625","BN2","Eudynamys scolopaceus",NA,3
"626","BN2","Lanius excubitor",NA,3
"627","BN2","Coturnix coromandelica",NA,3
"628","BN2","Turnix sylvaticus",NA,3
"629","BN2","Pericrocotus erythropygius",NA,3
"630","BN2","Pericrocotus cinnamomeus",NA,3
"631","BN2","Hirundo smithii",1,3
