"","Species","Site","detection","num.samples","Sppcode","Diet","sitecov1"
"982","Pericrocotus cinnamomeus","MDS4",0,10,42,0,0
"983","Pericrocotus cinnamomeus","TTC1",0,10,42,0,1
"984","Pericrocotus cinnamomeus","TTC2",0,10,42,0,0
"985","Pericrocotus cinnamomeus","TTS1",0,10,42,0,1
"986","Pericrocotus cinnamomeus","TTS2",0,10,42,0,0
"987","Pericrocotus erythropygius","ADS1",0,10,41,0,1
"988","Pericrocotus erythropygius","ADS3",0,10,41,0,0
"989","Pericrocotus erythropygius","BD1",0,10,41,0,1
"990","Pericrocotus erythropygius","BD2",0,10,41,0,0
"991","Pericrocotus erythropygius","BD6",0,10,41,0,0
"992","Pericrocotus erythropygius","BDC1",0,10,41,0,1
"993","Pericrocotus erythropygius","BDC2",0,10,41,0,0
"994","Pericrocotus erythropygius","BDC3",0,10,41,0,0
"995","Pericrocotus erythropygius","BDC4",0,10,41,0,0
"996","Pericrocotus erythropygius","BDC6",0,10,41,0,0
"997","Pericrocotus erythropygius","BDC8",0,10,41,0,1
"998","Pericrocotus erythropygius","BN1",0,10,41,0,1
"999","Pericrocotus erythropygius","BN2",0,10,41,0,0
"1000","Pericrocotus erythropygius","BNC1",0,10,41,0,1
"1001","Pericrocotus erythropygius","BNC2",0,10,41,0,0
"1002","Pericrocotus erythropygius","BNC3",0,10,41,0,1
"1003","Pericrocotus erythropygius","CHC1",0,10,41,0,0
"1004","Pericrocotus erythropygius","CHC2",0,10,41,0,0
"1005","Pericrocotus erythropygius","CHC3",0,10,41,0,1
"1006","Pericrocotus erythropygius","CHC4",0,10,41,0,1
"1007","Pericrocotus erythropygius","CHC5",0,10,41,0,0
"1008","Pericrocotus erythropygius","CHC7",0,10,41,0,0
"1009","Pericrocotus erythropygius","CHS1",2,10,41,0,1
"1010","Pericrocotus erythropygius","CHS2",2,10,41,0,0
"1011","Pericrocotus erythropygius","CHS4",1,10,41,0,1
"1012","Pericrocotus erythropygius","CHS6",0,10,41,0,0
"1013","Pericrocotus erythropygius","MDC1",0,10,41,0,1
"1014","Pericrocotus erythropygius","MDS2",0,10,41,0,1
"1015","Pericrocotus erythropygius","MDS3",0,10,41,0,0
"1016","Pericrocotus erythropygius","MDS4",0,10,41,0,0
"1017","Pericrocotus erythropygius","TTC1",0,10,41,0,1
"1018","Pericrocotus erythropygius","TTC2",0,10,41,0,0
"1019","Pericrocotus erythropygius","TTS1",0,10,41,0,1
"1020","Pericrocotus erythropygius","TTS2",0,10,41,0,0
"1021","Petronia xanthocollis","ADS1",4,10,14,0,1
"1022","Petronia xanthocollis","ADS3",1,10,14,0,0
"1023","Petronia xanthocollis","BD1",3,10,14,0,1
"1024","Petronia xanthocollis","BD2",6,10,14,0,0
"1025","Petronia xanthocollis","BD6",6,10,14,0,0
"1026","Petronia xanthocollis","BDC1",0,10,14,0,1
"1027","Petronia xanthocollis","BDC2",0,10,14,0,0
"1028","Petronia xanthocollis","BDC3",0,10,14,0,0
"1029","Petronia xanthocollis","BDC4",0,10,14,0,0
"1030","Petronia xanthocollis","BDC6",0,10,14,0,0
"1031","Petronia xanthocollis","BDC8",0,10,14,0,1
"1032","Petronia xanthocollis","BN1",6,10,14,0,1
"1033","Petronia xanthocollis","BN2",1,10,14,0,0
"1034","Petronia xanthocollis","BNC1",0,10,14,0,1
"1035","Petronia xanthocollis","BNC2",0,10,14,0,0
"1036","Petronia xanthocollis","BNC3",0,10,14,0,1
"1037","Petronia xanthocollis","CHC1",0,10,14,0,0
"1038","Petronia xanthocollis","CHC2",0,10,14,0,0
"1039","Petronia xanthocollis","CHC3",0,10,14,0,1
"1040","Petronia xanthocollis","CHC4",0,10,14,0,1
"1041","Petronia xanthocollis","CHC5",0,10,14,0,0
"1042","Petronia xanthocollis","CHC7",0,10,14,0,0
"1043","Petronia xanthocollis","CHS1",5,10,14,0,1
"1044","Petronia xanthocollis","CHS2",5,10,14,0,0
"1045","Petronia xanthocollis","CHS4",2,10,14,0,1
"1046","Petronia xanthocollis","CHS6",6,10,14,0,0
"1047","Petronia xanthocollis","MDC1",0,10,14,0,1
"1048","Petronia xanthocollis","MDS2",7,10,14,0,1
"1049","Petronia xanthocollis","MDS3",1,10,14,0,0
"1050","Petronia xanthocollis","MDS4",5,10,14,0,0
"1051","Petronia xanthocollis","TTC1",0,10,14,0,1
"1052","Petronia xanthocollis","TTC2",0,10,14,0,0
"1053","Petronia xanthocollis","TTS1",5,10,14,0,1
"1054","Petronia xanthocollis","TTS2",0,10,14,0,0
"1055","Prinia buchanani","ADS1",8,10,2,0,1
"1056","Prinia buchanani","ADS3",1,10,2,0,0
"1057","Prinia buchanani","BD1",9,10,2,0,1
"1058","Prinia buchanani","BD2",9,10,2,0,0
"1059","Prinia buchanani","BD6",1,10,2,0,0
"1060","Prinia buchanani","BDC1",8,10,2,0,1
"1061","Prinia buchanani","BDC2",3,10,2,0,0
"1062","Prinia buchanani","BDC3",3,10,2,0,0
"1063","Prinia buchanani","BDC4",8,10,2,0,0
"1064","Prinia buchanani","BDC6",2,10,2,0,0
"1065","Prinia buchanani","BDC8",6,10,2,0,1
"1066","Prinia buchanani","BN1",9,10,2,0,1
"1067","Prinia buchanani","BN2",9,10,2,0,0
"1068","Prinia buchanani","BNC1",9,10,2,0,1
"1069","Prinia buchanani","BNC2",7,10,2,0,0
"1070","Prinia buchanani","BNC3",8,10,2,0,1
"1071","Prinia buchanani","CHC1",4,10,2,0,0
"1072","Prinia buchanani","CHC2",5,10,2,0,0
"1073","Prinia buchanani","CHC3",6,10,2,0,1
"1074","Prinia buchanani","CHC4",2,10,2,0,1
"1075","Prinia buchanani","CHC5",7,10,2,0,0
"1076","Prinia buchanani","CHC7",0,10,2,0,0
"1077","Prinia buchanani","CHS1",8,10,2,0,1
"1078","Prinia buchanani","CHS2",8,10,2,0,0
"1079","Prinia buchanani","CHS4",10,10,2,0,1
"1080","Prinia buchanani","CHS6",6,10,2,0,0
"1081","Prinia buchanani","MDC1",2,10,2,0,1
"1082","Prinia buchanani","MDS2",8,10,2,0,1
"1083","Prinia buchanani","MDS3",2,10,2,0,0
"1084","Prinia buchanani","MDS4",4,10,2,0,0
"1085","Prinia buchanani","TTC1",3,10,2,0,1
"1086","Prinia buchanani","TTC2",6,10,2,0,0
"1087","Prinia buchanani","TTS1",5,10,2,0,1
"1088","Prinia buchanani","TTS2",4,10,2,0,0
"1089","Prinia inornata","ADS1",0,10,31,0,1
"1090","Prinia inornata","ADS3",0,10,31,0,0
"1091","Prinia inornata","BD1",0,10,31,0,1
"1092","Prinia inornata","BD2",0,10,31,0,0
"1093","Prinia inornata","BD6",6,10,31,0,0
"1094","Prinia inornata","BDC1",4,10,31,0,1
"1095","Prinia inornata","BDC2",8,10,31,0,0
"1096","Prinia inornata","BDC3",5,10,31,0,0
"1097","Prinia inornata","BDC4",3,10,31,0,0
"1098","Prinia inornata","BDC6",8,10,31,0,0
"1099","Prinia inornata","BDC8",5,10,31,0,1
"1100","Prinia inornata","BN1",0,10,31,0,1
"1101","Prinia inornata","BN2",3,10,31,0,0
"1102","Prinia inornata","BNC1",3,10,31,0,1
"1103","Prinia inornata","BNC2",7,10,31,0,0
"1104","Prinia inornata","BNC3",7,10,31,0,1
"1105","Prinia inornata","CHC1",2,10,31,0,0
"1106","Prinia inornata","CHC2",8,10,31,0,0
"1107","Prinia inornata","CHC3",3,10,31,0,1
"1108","Prinia inornata","CHC4",9,10,31,0,1
"1109","Prinia inornata","CHC5",0,10,31,0,0
"1110","Prinia inornata","CHC7",7,10,31,0,0
"1111","Prinia inornata","CHS1",0,10,31,0,1
"1112","Prinia inornata","CHS2",2,10,31,0,0
"1113","Prinia inornata","CHS4",1,10,31,0,1
"1114","Prinia inornata","CHS6",0,10,31,0,0
"1115","Prinia inornata","MDC1",7,10,31,0,1
"1116","Prinia inornata","MDS2",0,10,31,0,1
"1117","Prinia inornata","MDS3",7,10,31,0,0
"1118","Prinia inornata","MDS4",2,10,31,0,0
"1119","Prinia inornata","TTC1",0,10,31,0,1
"1120","Prinia inornata","TTC2",4,10,31,0,0
"1121","Prinia inornata","TTS1",0,10,31,0,1
"1122","Prinia inornata","TTS2",0,10,31,0,0
"1123","Prinia socialis","ADS1",0,10,28,1,1
"1124","Prinia socialis","ADS3",0,10,28,1,0
"1125","Prinia socialis","BD1",0,10,28,1,1
"1126","Prinia socialis","BD2",0,10,28,1,0
"1127","Prinia socialis","BD6",0,10,28,1,0
"1128","Prinia socialis","BDC1",5,10,28,1,1
"1129","Prinia socialis","BDC2",2,10,28,1,0
"1130","Prinia socialis","BDC3",0,10,28,1,0
"1131","Prinia socialis","BDC4",3,10,28,1,0
"1132","Prinia socialis","BDC6",1,10,28,1,0
"1133","Prinia socialis","BDC8",0,10,28,1,1
"1134","Prinia socialis","BN1",0,10,28,1,1
"1135","Prinia socialis","BN2",2,10,28,1,0
"1136","Prinia socialis","BNC1",0,10,28,1,1
"1137","Prinia socialis","BNC2",2,10,28,1,0
"1138","Prinia socialis","BNC3",0,10,28,1,1
"1139","Prinia socialis","CHC1",1,10,28,1,0
"1140","Prinia socialis","CHC2",0,10,28,1,0
"1141","Prinia socialis","CHC3",2,10,28,1,1
"1142","Prinia socialis","CHC4",0,10,28,1,1
"1143","Prinia socialis","CHC5",0,10,28,1,0
"1144","Prinia socialis","CHC7",1,10,28,1,0
"1145","Prinia socialis","CHS1",0,10,28,1,1
"1146","Prinia socialis","CHS2",0,10,28,1,0
"1147","Prinia socialis","CHS4",3,10,28,1,1
"1148","Prinia socialis","CHS6",0,10,28,1,0
"1149","Prinia socialis","MDC1",0,10,28,1,1
"1150","Prinia socialis","MDS2",0,10,28,1,1
"1151","Prinia socialis","MDS3",1,10,28,1,0
"1152","Prinia socialis","MDS4",0,10,28,1,0
"1153","Prinia socialis","TTC1",0,10,28,1,1
"1154","Prinia socialis","TTC2",0,10,28,1,0
"1155","Prinia socialis","TTS1",0,10,28,1,1
"1156","Prinia socialis","TTS2",6,10,28,1,0
"1157","Psittacula krameri","ADS1",1,10,18,1,1
"1158","Psittacula krameri","ADS3",2,10,18,1,0
"1159","Psittacula krameri","BD1",2,10,18,1,1
"1160","Psittacula krameri","BD2",2,10,18,1,0
"1161","Psittacula krameri","BD6",4,10,18,1,0
"1162","Psittacula krameri","BDC1",0,10,18,1,1
"1163","Psittacula krameri","BDC2",2,10,18,1,0
"1164","Psittacula krameri","BDC3",0,10,18,1,0
"1165","Psittacula krameri","BDC4",0,10,18,1,0
"1166","Psittacula krameri","BDC6",2,10,18,1,0
"1167","Psittacula krameri","BDC8",0,10,18,1,1
"1168","Psittacula krameri","BN1",3,10,18,1,1
"1169","Psittacula krameri","BN2",2,10,18,1,0
"1170","Psittacula krameri","BNC1",2,10,18,1,1
"1171","Psittacula krameri","BNC2",3,10,18,1,0
"1172","Psittacula krameri","BNC3",4,10,18,1,1
"1173","Psittacula krameri","CHC1",4,10,18,1,0
"1174","Psittacula krameri","CHC2",2,10,18,1,0
"1175","Psittacula krameri","CHC3",3,10,18,1,1
"1176","Psittacula krameri","CHC4",0,10,18,1,1
"1177","Psittacula krameri","CHC5",0,10,18,1,0
"1178","Psittacula krameri","CHC7",0,10,18,1,0
"1179","Psittacula krameri","CHS1",2,10,18,1,1
"1180","Psittacula krameri","CHS2",5,10,18,1,0
"1181","Psittacula krameri","CHS4",1,10,18,1,1
"1182","Psittacula krameri","CHS6",2,10,18,1,0
"1183","Psittacula krameri","MDC1",0,10,18,1,1
"1184","Psittacula krameri","MDS2",4,10,18,1,1
"1185","Psittacula krameri","MDS3",0,10,18,1,0
"1186","Psittacula krameri","MDS4",0,10,18,1,0
"1187","Psittacula krameri","TTC1",0,10,18,1,1
"1188","Psittacula krameri","TTC2",0,10,18,1,0
"1189","Psittacula krameri","TTS1",3,10,18,1,1
"1190","Psittacula krameri","TTS2",4,10,18,1,0
"1191","Pycnonotus cafer","ADS1",3,10,3,1,1
"1192","Pycnonotus cafer","ADS3",6,10,3,1,0
"1193","Pycnonotus cafer","BD1",6,10,3,1,1
"1194","Pycnonotus cafer","BD2",7,10,3,1,0
"1195","Pycnonotus cafer","BD6",3,10,3,1,0
"1196","Pycnonotus cafer","BDC1",3,10,3,1,1
"1197","Pycnonotus cafer","BDC2",3,10,3,1,0
"1198","Pycnonotus cafer","BDC3",6,10,3,1,0
"1199","Pycnonotus cafer","BDC4",0,10,3,1,0
"1200","Pycnonotus cafer","BDC6",0,10,3,1,0
"1201","Pycnonotus cafer","BDC8",4,10,3,1,1
"1202","Pycnonotus cafer","BN1",8,10,3,1,1
"1203","Pycnonotus cafer","BN2",3,10,3,1,0
"1204","Pycnonotus cafer","BNC1",5,10,3,1,1
"1205","Pycnonotus cafer","BNC2",3,10,3,1,0
"1206","Pycnonotus cafer","BNC3",7,10,3,1,1
"1207","Pycnonotus cafer","CHC1",4,10,3,1,0
"1208","Pycnonotus cafer","CHC2",4,10,3,1,0
"1209","Pycnonotus cafer","CHC3",2,10,3,1,1
"1210","Pycnonotus cafer","CHC4",3,10,3,1,1
"1211","Pycnonotus cafer","CHC5",4,10,3,1,0
"1212","Pycnonotus cafer","CHC7",1,10,3,1,0
"1213","Pycnonotus cafer","CHS1",7,10,3,1,1
"1214","Pycnonotus cafer","CHS2",7,10,3,1,0
"1215","Pycnonotus cafer","CHS4",1,10,3,1,1
"1216","Pycnonotus cafer","CHS6",3,10,3,1,0
"1217","Pycnonotus cafer","MDC1",6,10,3,1,1
"1218","Pycnonotus cafer","MDS2",7,10,3,1,1
"1219","Pycnonotus cafer","MDS3",7,10,3,1,0
"1220","Pycnonotus cafer","MDS4",3,10,3,1,0
"1221","Pycnonotus cafer","TTC1",2,10,3,1,1
"1222","Pycnonotus cafer","TTC2",6,10,3,1,0
"1223","Pycnonotus cafer","TTS1",6,10,3,1,1
"1224","Pycnonotus cafer","TTS2",5,10,3,1,0
"1225","Pycnonotus leucotis","ADS1",0,10,16,0,1
"1226","Pycnonotus leucotis","ADS3",0,10,16,0,0
"1227","Pycnonotus leucotis","BD1",0,10,16,0,1
"1228","Pycnonotus leucotis","BD2",0,10,16,0,0
"1229","Pycnonotus leucotis","BD6",0,10,16,0,0
"1230","Pycnonotus leucotis","BDC1",0,10,16,0,1
"1231","Pycnonotus leucotis","BDC2",0,10,16,0,0
"1232","Pycnonotus leucotis","BDC3",0,10,16,0,0
"1233","Pycnonotus leucotis","BDC4",0,10,16,0,0
"1234","Pycnonotus leucotis","BDC6",0,10,16,0,0
"1235","Pycnonotus leucotis","BDC8",0,10,16,0,1
"1236","Pycnonotus leucotis","BN1",2,10,16,0,1
"1237","Pycnonotus leucotis","BN2",0,10,16,0,0
"1238","Pycnonotus leucotis","BNC1",0,10,16,0,1
"1239","Pycnonotus leucotis","BNC2",0,10,16,0,0
"1240","Pycnonotus leucotis","BNC3",0,10,16,0,1
"1241","Pycnonotus leucotis","CHC1",0,10,16,0,0
"1242","Pycnonotus leucotis","CHC2",0,10,16,0,0
"1243","Pycnonotus leucotis","CHC3",0,10,16,0,1
"1244","Pycnonotus leucotis","CHC4",0,10,16,0,1
"1245","Pycnonotus leucotis","CHC5",0,10,16,0,0
"1246","Pycnonotus leucotis","CHC7",0,10,16,0,0
"1247","Pycnonotus leucotis","CHS1",0,10,16,0,1
"1248","Pycnonotus leucotis","CHS2",0,10,16,0,0
"1249","Pycnonotus leucotis","CHS4",0,10,16,0,1
"1250","Pycnonotus leucotis","CHS6",0,10,16,0,0
"1251","Pycnonotus leucotis","MDC1",0,10,16,0,1
"1252","Pycnonotus leucotis","MDS2",0,10,16,0,1
"1253","Pycnonotus leucotis","MDS3",0,10,16,0,0
"1254","Pycnonotus leucotis","MDS4",0,10,16,0,0
"1255","Pycnonotus leucotis","TTC1",0,10,16,0,1
"1256","Pycnonotus leucotis","TTC2",0,10,16,0,0
"1257","Pycnonotus leucotis","TTS1",0,10,16,0,1
"1258","Pycnonotus leucotis","TTS2",0,10,16,0,0
"1259","Rhipidura aureola","ADS1",0,10,46,0,1
"1260","Rhipidura aureola","ADS3",2,10,46,0,0
"1261","Rhipidura aureola","BD1",0,10,46,0,1
"1262","Rhipidura aureola","BD2",0,10,46,0,0
"1263","Rhipidura aureola","BD6",0,10,46,0,0
"1264","Rhipidura aureola","BDC1",0,10,46,0,1
"1265","Rhipidura aureola","BDC2",0,10,46,0,0
"1266","Rhipidura aureola","BDC3",0,10,46,0,0
"1267","Rhipidura aureola","BDC4",0,10,46,0,0
"1268","Rhipidura aureola","BDC6",0,10,46,0,0
"1269","Rhipidura aureola","BDC8",0,10,46,0,1
"1270","Rhipidura aureola","BN1",0,10,46,0,1
"1271","Rhipidura aureola","BN2",0,10,46,0,0
"1272","Rhipidura aureola","BNC1",0,10,46,0,1
"1273","Rhipidura aureola","BNC2",0,10,46,0,0
"1274","Rhipidura aureola","BNC3",0,10,46,0,1
"1275","Rhipidura aureola","CHC1",0,10,46,0,0
"1276","Rhipidura aureola","CHC2",0,10,46,0,0
"1277","Rhipidura aureola","CHC3",0,10,46,0,1
"1278","Rhipidura aureola","CHC4",0,10,46,0,1
"1279","Rhipidura aureola","CHC5",0,10,46,0,0
"1280","Rhipidura aureola","CHC7",0,10,46,0,0
"1281","Rhipidura aureola","CHS1",0,10,46,0,1
"1282","Rhipidura aureola","CHS2",0,10,46,0,0
"1283","Rhipidura aureola","CHS4",0,10,46,0,1
"1284","Rhipidura aureola","CHS6",0,10,46,0,0
"1285","Rhipidura aureola","MDC1",0,10,46,0,1
"1286","Rhipidura aureola","MDS2",0,10,46,0,1
"1287","Rhipidura aureola","MDS3",0,10,46,0,0
"1288","Rhipidura aureola","MDS4",0,10,46,0,0
"1289","Rhipidura aureola","TTC1",0,10,46,0,1
"1290","Rhipidura aureola","TTC2",0,10,46,0,0
"1291","Rhipidura aureola","TTS1",8,10,46,0,1
"1292","Rhipidura aureola","TTS2",5,10,46,0,0
"1293","Saxicola caprata","ADS1",0,10,22,1,1
"1294","Saxicola caprata","ADS3",0,10,22,1,0
"1295","Saxicola caprata","BD1",2,10,22,1,1
"1296","Saxicola caprata","BD2",1,10,22,1,0
"1297","Saxicola caprata","BD6",8,10,22,1,0
"1298","Saxicola caprata","BDC1",0,10,22,1,1
"1299","Saxicola caprata","BDC2",0,10,22,1,0
"1300","Saxicola caprata","BDC3",0,10,22,1,0
"1301","Saxicola caprata","BDC4",0,10,22,1,0
"1302","Saxicola caprata","BDC6",0,10,22,1,0
"1303","Saxicola caprata","BDC8",0,10,22,1,1
"1304","Saxicola caprata","BN1",1,10,22,1,1
"1305","Saxicola caprata","BN2",1,10,22,1,0
"1306","Saxicola caprata","BNC1",3,10,22,1,1
"1307","Saxicola caprata","BNC2",0,10,22,1,0
"1308","Saxicola caprata","BNC3",0,10,22,1,1
"1309","Saxicola caprata","CHC1",0,10,22,1,0
"1310","Saxicola caprata","CHC2",0,10,22,1,0
"1311","Saxicola caprata","CHC3",0,10,22,1,1
"1312","Saxicola caprata","CHC4",0,10,22,1,1
"1313","Saxicola caprata","CHC5",0,10,22,1,0
"1314","Saxicola caprata","CHC7",0,10,22,1,0
"1315","Saxicola caprata","CHS1",2,10,22,1,1
"1316","Saxicola caprata","CHS2",2,10,22,1,0
"1317","Saxicola caprata","CHS4",4,10,22,1,1
"1318","Saxicola caprata","CHS6",1,10,22,1,0
"1319","Saxicola caprata","MDC1",0,10,22,1,1
"1320","Saxicola caprata","MDS2",1,10,22,1,1
"1321","Saxicola caprata","MDS3",2,10,22,1,0
"1322","Saxicola caprata","MDS4",3,10,22,1,0
"1323","Saxicola caprata","TTC1",0,10,22,1,1
"1324","Saxicola caprata","TTC2",0,10,22,1,0
"1325","Saxicola caprata","TTS1",0,10,22,1,1
"1326","Saxicola caprata","TTS2",0,10,22,1,0
"1327","Saxicoloides fulicatus","ADS1",3,10,26,0,1
"1328","Saxicoloides fulicatus","ADS3",0,10,26,0,0
"1329","Saxicoloides fulicatus","BD1",0,10,26,0,1
"1330","Saxicoloides fulicatus","BD2",5,10,26,0,0
"1331","Saxicoloides fulicatus","BD6",0,10,26,0,0
"1332","Saxicoloides fulicatus","BDC1",1,10,26,0,1
"1333","Saxicoloides fulicatus","BDC2",0,10,26,0,0
"1334","Saxicoloides fulicatus","BDC3",3,10,26,0,0
"1335","Saxicoloides fulicatus","BDC4",0,10,26,0,0
"1336","Saxicoloides fulicatus","BDC6",2,10,26,0,0
"1337","Saxicoloides fulicatus","BDC8",0,10,26,0,1
"1338","Saxicoloides fulicatus","BN1",0,10,26,0,1
"1339","Saxicoloides fulicatus","BN2",4,10,26,0,0
"1340","Saxicoloides fulicatus","BNC1",0,10,26,0,1
"1341","Saxicoloides fulicatus","BNC2",0,10,26,0,0
"1342","Saxicoloides fulicatus","BNC3",0,10,26,0,1
"1343","Saxicoloides fulicatus","CHC1",4,10,26,0,0
"1344","Saxicoloides fulicatus","CHC2",1,10,26,0,0
"1345","Saxicoloides fulicatus","CHC3",0,10,26,0,1
"1346","Saxicoloides fulicatus","CHC4",0,10,26,0,1
"1347","Saxicoloides fulicatus","CHC5",6,10,26,0,0
"1348","Saxicoloides fulicatus","CHC7",2,10,26,0,0
"1349","Saxicoloides fulicatus","CHS1",9,10,26,0,1
"1350","Saxicoloides fulicatus","CHS2",5,10,26,0,0
"1351","Saxicoloides fulicatus","CHS4",2,10,26,0,1
"1352","Saxicoloides fulicatus","CHS6",8,10,26,0,0
"1353","Saxicoloides fulicatus","MDC1",1,10,26,0,1
"1354","Saxicoloides fulicatus","MDS2",5,10,26,0,1
"1355","Saxicoloides fulicatus","MDS3",6,10,26,0,0
"1356","Saxicoloides fulicatus","MDS4",1,10,26,0,0
"1357","Saxicoloides fulicatus","TTC1",0,10,26,0,1
"1358","Saxicoloides fulicatus","TTC2",0,10,26,0,0
"1359","Saxicoloides fulicatus","TTS1",0,10,26,0,1
"1360","Saxicoloides fulicatus","TTS2",1,10,26,0,0
"1361","Streptopelia decaocto","ADS1",6,10,5,0,1
"1362","Streptopelia decaocto","ADS3",10,10,5,0,0
"1363","Streptopelia decaocto","BD1",7,10,5,0,1
"1364","Streptopelia decaocto","BD2",0,10,5,0,0
"1365","Streptopelia decaocto","BD6",5,10,5,0,0
"1366","Streptopelia decaocto","BDC1",9,10,5,0,1
"1367","Streptopelia decaocto","BDC2",6,10,5,0,0
"1368","Streptopelia decaocto","BDC3",8,10,5,0,0
"1369","Streptopelia decaocto","BDC4",8,10,5,0,0
"1370","Streptopelia decaocto","BDC6",4,10,5,0,0
"1371","Streptopelia decaocto","BDC8",6,10,5,0,1
"1372","Streptopelia decaocto","BN1",7,10,5,0,1
"1373","Streptopelia decaocto","BN2",9,10,5,0,0
"1374","Streptopelia decaocto","BNC1",10,10,5,0,1
"1375","Streptopelia decaocto","BNC2",5,10,5,0,0
"1376","Streptopelia decaocto","BNC3",8,10,5,0,1
"1377","Streptopelia decaocto","CHC1",4,10,5,0,0
"1378","Streptopelia decaocto","CHC2",8,10,5,0,0
"1379","Streptopelia decaocto","CHC3",10,10,5,0,1
"1380","Streptopelia decaocto","CHC4",4,10,5,0,1
"1381","Streptopelia decaocto","CHC5",8,10,5,0,0
"1382","Streptopelia decaocto","CHC7",9,10,5,0,0
"1383","Streptopelia decaocto","CHS1",8,10,5,0,1
"1384","Streptopelia decaocto","CHS2",6,10,5,0,0
"1385","Streptopelia decaocto","CHS4",9,10,5,0,1
"1386","Streptopelia decaocto","CHS6",8,10,5,0,0
"1387","Streptopelia decaocto","MDC1",6,10,5,0,1
"1388","Streptopelia decaocto","MDS2",5,10,5,0,1
"1389","Streptopelia decaocto","MDS3",6,10,5,0,0
"1390","Streptopelia decaocto","MDS4",9,10,5,0,0
"1391","Streptopelia decaocto","TTC1",6,10,5,0,1
"1392","Streptopelia decaocto","TTC2",5,10,5,0,0
"1393","Streptopelia decaocto","TTS1",9,10,5,0,1
"1394","Streptopelia decaocto","TTS2",6,10,5,0,0
"1395","Sypheotides indicus","ADS1",0,10,48,1,1
"1396","Sypheotides indicus","ADS3",0,10,48,1,0
"1397","Sypheotides indicus","BD1",0,10,48,1,1
"1398","Sypheotides indicus","BD2",0,10,48,1,0
"1399","Sypheotides indicus","BD6",3,10,48,1,0
"1400","Sypheotides indicus","BDC1",0,10,48,1,1
"1401","Sypheotides indicus","BDC2",0,10,48,1,0
"1402","Sypheotides indicus","BDC3",7,10,48,1,0
"1403","Sypheotides indicus","BDC4",0,10,48,1,0
"1404","Sypheotides indicus","BDC6",0,10,48,1,0
"1405","Sypheotides indicus","BDC8",0,10,48,1,1
"1406","Sypheotides indicus","BN1",0,10,48,1,1
"1407","Sypheotides indicus","BN2",0,10,48,1,0
"1408","Sypheotides indicus","BNC1",0,10,48,1,1
"1409","Sypheotides indicus","BNC2",0,10,48,1,0
"1410","Sypheotides indicus","BNC3",0,10,48,1,1
"1411","Sypheotides indicus","CHC1",0,10,48,1,0
"1412","Sypheotides indicus","CHC2",0,10,48,1,0
"1413","Sypheotides indicus","CHC3",0,10,48,1,1
"1414","Sypheotides indicus","CHC4",0,10,48,1,1
"1415","Sypheotides indicus","CHC5",0,10,48,1,0
"1416","Sypheotides indicus","CHC7",0,10,48,1,0
"1417","Sypheotides indicus","CHS1",0,10,48,1,1
"1418","Sypheotides indicus","CHS2",0,10,48,1,0
"1419","Sypheotides indicus","CHS4",0,10,48,1,1
"1420","Sypheotides indicus","CHS6",0,10,48,1,0
"1421","Sypheotides indicus","MDC1",0,10,48,1,1
"1422","Sypheotides indicus","MDS2",0,10,48,1,1
"1423","Sypheotides indicus","MDS3",0,10,48,1,0
"1424","Sypheotides indicus","MDS4",0,10,48,1,0
"1425","Sypheotides indicus","TTC1",10,10,48,1,1
"1426","Sypheotides indicus","TTC2",0,10,48,1,0
"1427","Sypheotides indicus","TTS1",0,10,48,1,1
"1428","Sypheotides indicus","TTS2",0,10,48,1,0
"1429","Tephrodornis pondicerianus","ADS1",4,10,13,1,1
"1430","Tephrodornis pondicerianus","ADS3",0,10,13,1,0
"1431","Tephrodornis pondicerianus","BD1",6,10,13,1,1
"1432","Tephrodornis pondicerianus","BD2",2,10,13,1,0
"1433","Tephrodornis pondicerianus","BD6",6,10,13,1,0
"1434","Tephrodornis pondicerianus","BDC1",0,10,13,1,1
"1435","Tephrodornis pondicerianus","BDC2",0,10,13,1,0
"1436","Tephrodornis pondicerianus","BDC3",0,10,13,1,0
"1437","Tephrodornis pondicerianus","BDC4",0,10,13,1,0
"1438","Tephrodornis pondicerianus","BDC6",0,10,13,1,0
"1439","Tephrodornis pondicerianus","BDC8",0,10,13,1,1
"1440","Tephrodornis pondicerianus","BN1",3,10,13,1,1
"1441","Tephrodornis pondicerianus","BN2",0,10,13,1,0
"1442","Tephrodornis pondicerianus","BNC1",0,10,13,1,1
"1443","Tephrodornis pondicerianus","BNC2",0,10,13,1,0
"1444","Tephrodornis pondicerianus","BNC3",0,10,13,1,1
"1445","Tephrodornis pondicerianus","CHC1",0,10,13,1,0
"1446","Tephrodornis pondicerianus","CHC2",0,10,13,1,0
"1447","Tephrodornis pondicerianus","CHC3",0,10,13,1,1
"1448","Tephrodornis pondicerianus","CHC4",0,10,13,1,1
"1449","Tephrodornis pondicerianus","CHC5",0,10,13,1,0
"1450","Tephrodornis pondicerianus","CHC7",0,10,13,1,0
"1451","Tephrodornis pondicerianus","CHS1",4,10,13,1,1
"1452","Tephrodornis pondicerianus","CHS2",1,10,13,1,0
"1453","Tephrodornis pondicerianus","CHS4",0,10,13,1,1
"1454","Tephrodornis pondicerianus","CHS6",1,10,13,1,0
"1455","Tephrodornis pondicerianus","MDC1",0,10,13,1,1
"1456","Tephrodornis pondicerianus","MDS2",0,10,13,1,1
