"","Species","Site","detection","num.samples","Sppcode","Diet","sitecov1"
"482","Francolinus pictus","BDC1",0,10,25,1,1
"483","Francolinus pictus","BDC2",1,10,25,1,0
"484","Francolinus pictus","BDC3",0,10,25,1,0
"485","Francolinus pictus","BDC4",9,10,25,1,0
"486","Francolinus pictus","BDC6",0,10,25,1,0
"487","Francolinus pictus","BDC8",7,10,25,1,1
"488","Francolinus pictus","BN1",0,10,25,1,1
"489","Francolinus pictus","BN2",0,10,25,1,0
"490","Francolinus pictus","BNC1",0,10,25,1,1
"491","Francolinus pictus","BNC2",3,10,25,1,0
"492","Francolinus pictus","BNC3",3,10,25,1,1
"493","Francolinus pictus","CHC1",0,10,25,1,0
"494","Francolinus pictus","CHC2",0,10,25,1,0
"495","Francolinus pictus","CHC3",0,10,25,1,1
"496","Francolinus pictus","CHC4",0,10,25,1,1
"497","Francolinus pictus","CHC5",0,10,25,1,0
"498","Francolinus pictus","CHC7",0,10,25,1,0
"499","Francolinus pictus","CHS1",0,10,25,1,1
"500","Francolinus pictus","CHS2",0,10,25,1,0
"501","Francolinus pictus","CHS4",0,10,25,1,1
"502","Francolinus pictus","CHS6",0,10,25,1,0
"503","Francolinus pictus","MDC1",0,10,25,1,1
"504","Francolinus pictus","MDS2",0,10,25,1,1
"505","Francolinus pictus","MDS3",0,10,25,1,0
"506","Francolinus pictus","MDS4",0,10,25,1,0
"507","Francolinus pictus","TTC1",10,10,25,1,1
"508","Francolinus pictus","TTC2",7,10,25,1,0
"509","Francolinus pictus","TTS1",7,10,25,1,1
"510","Francolinus pictus","TTS2",9,10,25,1,0
"511","Francolinus pondicerianus","ADS1",2,10,12,0,1
"512","Francolinus pondicerianus","ADS3",5,10,12,0,0
"513","Francolinus pondicerianus","BD1",8,10,12,0,1
"514","Francolinus pondicerianus","BD2",9,10,12,0,0
"515","Francolinus pondicerianus","BD6",0,10,12,0,0
"516","Francolinus pondicerianus","BDC1",3,10,12,0,1
"517","Francolinus pondicerianus","BDC2",2,10,12,0,0
"518","Francolinus pondicerianus","BDC3",4,10,12,0,0
"519","Francolinus pondicerianus","BDC4",7,10,12,0,0
"520","Francolinus pondicerianus","BDC6",6,10,12,0,0
"521","Francolinus pondicerianus","BDC8",2,10,12,0,1
"522","Francolinus pondicerianus","BN1",9,10,12,0,1
"523","Francolinus pondicerianus","BN2",4,10,12,0,0
"524","Francolinus pondicerianus","BNC1",6,10,12,0,1
"525","Francolinus pondicerianus","BNC2",9,10,12,0,0
"526","Francolinus pondicerianus","BNC3",2,10,12,0,1
"527","Francolinus pondicerianus","CHC1",6,10,12,0,0
"528","Francolinus pondicerianus","CHC2",2,10,12,0,0
"529","Francolinus pondicerianus","CHC3",2,10,12,0,1
"530","Francolinus pondicerianus","CHC4",5,10,12,0,1
"531","Francolinus pondicerianus","CHC5",6,10,12,0,0
"532","Francolinus pondicerianus","CHC7",2,10,12,0,0
"533","Francolinus pondicerianus","CHS1",8,10,12,0,1
"534","Francolinus pondicerianus","CHS2",5,10,12,0,0
"535","Francolinus pondicerianus","CHS4",9,10,12,0,1
"536","Francolinus pondicerianus","CHS6",6,10,12,0,0
"537","Francolinus pondicerianus","MDC1",5,10,12,0,1
"538","Francolinus pondicerianus","MDS2",6,10,12,0,1
"539","Francolinus pondicerianus","MDS3",4,10,12,0,0
"540","Francolinus pondicerianus","MDS4",8,10,12,0,0
"541","Francolinus pondicerianus","TTC1",2,10,12,0,1
"542","Francolinus pondicerianus","TTC2",4,10,12,0,0
"543","Francolinus pondicerianus","TTS1",7,10,12,0,1
"544","Francolinus pondicerianus","TTS2",5,10,12,0,0
"545","Halcyon smyrnensis","ADS1",0,10,49,0,1
"546","Halcyon smyrnensis","ADS3",0,10,49,0,0
"547","Halcyon smyrnensis","BD1",0,10,49,0,1
"548","Halcyon smyrnensis","BD2",0,10,49,0,0
"549","Halcyon smyrnensis","BD6",0,10,49,0,0
"550","Halcyon smyrnensis","BDC1",0,10,49,0,1
"551","Halcyon smyrnensis","BDC2",0,10,49,0,0
"552","Halcyon smyrnensis","BDC3",0,10,49,0,0
"553","Halcyon smyrnensis","BDC4",0,10,49,0,0
"554","Halcyon smyrnensis","BDC6",0,10,49,0,0
"555","Halcyon smyrnensis","BDC8",1,10,49,0,1
"556","Halcyon smyrnensis","BN1",0,10,49,0,1
"557","Halcyon smyrnensis","BN2",0,10,49,0,0
"558","Halcyon smyrnensis","BNC1",0,10,49,0,1
"559","Halcyon smyrnensis","BNC2",0,10,49,0,0
"560","Halcyon smyrnensis","BNC3",0,10,49,0,1
"561","Halcyon smyrnensis","CHC1",0,10,49,0,0
"562","Halcyon smyrnensis","CHC2",0,10,49,0,0
"563","Halcyon smyrnensis","CHC3",0,10,49,0,1
"564","Halcyon smyrnensis","CHC4",0,10,49,0,1
"565","Halcyon smyrnensis","CHC5",0,10,49,0,0
"566","Halcyon smyrnensis","CHC7",0,10,49,0,0
"567","Halcyon smyrnensis","CHS1",0,10,49,0,1
"568","Halcyon smyrnensis","CHS2",0,10,49,0,0
"569","Halcyon smyrnensis","CHS4",0,10,49,0,1
"570","Halcyon smyrnensis","CHS6",0,10,49,0,0
"571","Halcyon smyrnensis","MDC1",0,10,49,0,1
"572","Halcyon smyrnensis","MDS2",0,10,49,0,1
"573","Halcyon smyrnensis","MDS3",0,10,49,0,0
"574","Halcyon smyrnensis","MDS4",0,10,49,0,0
"575","Halcyon smyrnensis","TTC1",0,10,49,0,1
"576","Halcyon smyrnensis","TTC2",0,10,49,0,0
"577","Halcyon smyrnensis","TTS1",0,10,49,0,1
"578","Halcyon smyrnensis","TTS2",0,10,49,0,0
"579","Hirundo smithii","ADS1",0,10,43,0,1
"580","Hirundo smithii","ADS3",0,10,43,0,0
"581","Hirundo smithii","BD1",0,10,43,0,1
"582","Hirundo smithii","BD2",0,10,43,0,0
"583","Hirundo smithii","BD6",0,10,43,0,0
"584","Hirundo smithii","BDC1",0,10,43,0,1
"585","Hirundo smithii","BDC2",0,10,43,0,0
"586","Hirundo smithii","BDC3",0,10,43,0,0
"587","Hirundo smithii","BDC4",0,10,43,0,0
"588","Hirundo smithii","BDC6",0,10,43,0,0
"589","Hirundo smithii","BDC8",0,10,43,0,1
"590","Hirundo smithii","BN1",0,10,43,0,1
"591","Hirundo smithii","BN2",1,10,43,0,0
"592","Hirundo smithii","BNC1",0,10,43,0,1
"593","Hirundo smithii","BNC2",0,10,43,0,0
"594","Hirundo smithii","BNC3",0,10,43,0,1
"595","Hirundo smithii","CHC1",0,10,43,0,0
"596","Hirundo smithii","CHC2",0,10,43,0,0
"597","Hirundo smithii","CHC3",0,10,43,0,1
"598","Hirundo smithii","CHC4",0,10,43,0,1
"599","Hirundo smithii","CHC5",0,10,43,0,0
"600","Hirundo smithii","CHC7",0,10,43,0,0
"601","Hirundo smithii","CHS1",0,10,43,0,1
"602","Hirundo smithii","CHS2",0,10,43,0,0
"603","Hirundo smithii","CHS4",1,10,43,0,1
"604","Hirundo smithii","CHS6",0,10,43,0,0
"605","Hirundo smithii","MDC1",0,10,43,0,1
"606","Hirundo smithii","MDS2",0,10,43,0,1
"607","Hirundo smithii","MDS3",0,10,43,0,0
"608","Hirundo smithii","MDS4",0,10,43,0,0
"609","Hirundo smithii","TTC1",0,10,43,0,1
"610","Hirundo smithii","TTC2",0,10,43,0,0
"611","Hirundo smithii","TTS1",0,10,43,0,1
"612","Hirundo smithii","TTS2",0,10,43,0,0
"613","Lanius excubitor","ADS1",3,10,38,0,1
"614","Lanius excubitor","ADS3",0,10,38,0,0
"615","Lanius excubitor","BD1",0,10,38,0,1
"616","Lanius excubitor","BD2",1,10,38,0,0
"617","Lanius excubitor","BD6",2,10,38,0,0
"618","Lanius excubitor","BDC1",0,10,38,0,1
"619","Lanius excubitor","BDC2",0,10,38,0,0
"620","Lanius excubitor","BDC3",0,10,38,0,0
"621","Lanius excubitor","BDC4",0,10,38,0,0
"622","Lanius excubitor","BDC6",0,10,38,0,0
"623","Lanius excubitor","BDC8",0,10,38,0,1
"624","Lanius excubitor","BN1",0,10,38,0,1
"625","Lanius excubitor","BN2",0,10,38,0,0
"626","Lanius excubitor","BNC1",0,10,38,0,1
"627","Lanius excubitor","BNC2",0,10,38,0,0
"628","Lanius excubitor","BNC3",0,10,38,0,1
"629","Lanius excubitor","CHC1",0,10,38,0,0
"630","Lanius excubitor","CHC2",0,10,38,0,0
"631","Lanius excubitor","CHC3",0,10,38,0,1
"632","Lanius excubitor","CHC4",1,10,38,0,1
"633","Lanius excubitor","CHC5",0,10,38,0,0
"634","Lanius excubitor","CHC7",0,10,38,0,0
"635","Lanius excubitor","CHS1",3,10,38,0,1
"636","Lanius excubitor","CHS2",0,10,38,0,0
"637","Lanius excubitor","CHS4",0,10,38,0,1
"638","Lanius excubitor","CHS6",2,10,38,0,0
"639","Lanius excubitor","MDC1",0,10,38,0,1
"640","Lanius excubitor","MDS2",0,10,38,0,1
"641","Lanius excubitor","MDS3",0,10,38,0,0
"642","Lanius excubitor","MDS4",3,10,38,0,0
"643","Lanius excubitor","TTC1",0,10,38,0,1
"644","Lanius excubitor","TTC2",0,10,38,0,0
"645","Lanius excubitor","TTS1",1,10,38,0,1
"646","Lanius excubitor","TTS2",1,10,38,0,0
"647","Lanius schach","ADS1",5,10,29,1,1
"648","Lanius schach","ADS3",8,10,29,1,0
"649","Lanius schach","BD1",1,10,29,1,1
"650","Lanius schach","BD2",2,10,29,1,0
"651","Lanius schach","BD6",1,10,29,1,0
"652","Lanius schach","BDC1",0,10,29,1,1
"653","Lanius schach","BDC2",0,10,29,1,0
"654","Lanius schach","BDC3",0,10,29,1,0
"655","Lanius schach","BDC4",0,10,29,1,0
"656","Lanius schach","BDC6",0,10,29,1,0
"657","Lanius schach","BDC8",0,10,29,1,1
"658","Lanius schach","BN1",0,10,29,1,1
"659","Lanius schach","BN2",1,10,29,1,0
"660","Lanius schach","BNC1",0,10,29,1,1
"661","Lanius schach","BNC2",4,10,29,1,0
"662","Lanius schach","BNC3",0,10,29,1,1
"663","Lanius schach","CHC1",0,10,29,1,0
"664","Lanius schach","CHC2",0,10,29,1,0
"665","Lanius schach","CHC3",0,10,29,1,1
"666","Lanius schach","CHC4",3,10,29,1,1
"667","Lanius schach","CHC5",0,10,29,1,0
"668","Lanius schach","CHC7",0,10,29,1,0
"669","Lanius schach","CHS1",0,10,29,1,1
"670","Lanius schach","CHS2",3,10,29,1,0
"671","Lanius schach","CHS4",1,10,29,1,1
"672","Lanius schach","CHS6",3,10,29,1,0
"673","Lanius schach","MDC1",0,10,29,1,1
"674","Lanius schach","MDS2",7,10,29,1,1
"675","Lanius schach","MDS3",4,10,29,1,0
"676","Lanius schach","MDS4",2,10,29,1,0
"677","Lanius schach","TTC1",0,10,29,1,1
"678","Lanius schach","TTC2",0,10,29,1,0
"679","Lanius schach","TTS1",0,10,29,1,1
"680","Lanius schach","TTS2",3,10,29,1,0
"681","Lanius vittatus","ADS1",0,10,21,1,1
"682","Lanius vittatus","ADS3",0,10,21,1,0
"683","Lanius vittatus","BD1",1,10,21,1,1
"684","Lanius vittatus","BD2",2,10,21,1,0
"685","Lanius vittatus","BD6",0,10,21,1,0
"686","Lanius vittatus","BDC1",0,10,21,1,1
"687","Lanius vittatus","BDC2",0,10,21,1,0
"688","Lanius vittatus","BDC3",0,10,21,1,0
"689","Lanius vittatus","BDC4",0,10,21,1,0
"690","Lanius vittatus","BDC6",0,10,21,1,0
"691","Lanius vittatus","BDC8",0,10,21,1,1
"692","Lanius vittatus","BN1",3,10,21,1,1
"693","Lanius vittatus","BN2",0,10,21,1,0
"694","Lanius vittatus","BNC1",0,10,21,1,1
"695","Lanius vittatus","BNC2",0,10,21,1,0
"696","Lanius vittatus","BNC3",0,10,21,1,1
"697","Lanius vittatus","CHC1",0,10,21,1,0
"698","Lanius vittatus","CHC2",0,10,21,1,0
"699","Lanius vittatus","CHC3",0,10,21,1,1
"700","Lanius vittatus","CHC4",0,10,21,1,1
"701","Lanius vittatus","CHC5",0,10,21,1,0
"702","Lanius vittatus","CHC7",0,10,21,1,0
"703","Lanius vittatus","CHS1",2,10,21,1,1
"704","Lanius vittatus","CHS2",3,10,21,1,0
"705","Lanius vittatus","CHS4",0,10,21,1,1
"706","Lanius vittatus","CHS6",0,10,21,1,0
"707","Lanius vittatus","MDC1",0,10,21,1,1
"708","Lanius vittatus","MDS2",5,10,21,1,1
"709","Lanius vittatus","MDS3",0,10,21,1,0
"710","Lanius vittatus","MDS4",3,10,21,1,0
"711","Lanius vittatus","TTC1",0,10,21,1,1
"712","Lanius vittatus","TTC2",0,10,21,1,0
"713","Lanius vittatus","TTS1",2,10,21,1,1
"714","Lanius vittatus","TTS2",0,10,21,1,0
"715","Lonchura malabarica","ADS1",2,10,32,1,1
"716","Lonchura malabarica","ADS3",4,10,32,1,0
"717","Lonchura malabarica","BD1",2,10,32,1,1
"718","Lonchura malabarica","BD2",0,10,32,1,0
"719","Lonchura malabarica","BD6",0,10,32,1,0
"720","Lonchura malabarica","BDC1",0,10,32,1,1
"721","Lonchura malabarica","BDC2",0,10,32,1,0
"722","Lonchura malabarica","BDC3",0,10,32,1,0
"723","Lonchura malabarica","BDC4",0,10,32,1,0
"724","Lonchura malabarica","BDC6",0,10,32,1,0
"725","Lonchura malabarica","BDC8",0,10,32,1,1
"726","Lonchura malabarica","BN1",0,10,32,1,1
"727","Lonchura malabarica","BN2",1,10,32,1,0
"728","Lonchura malabarica","BNC1",0,10,32,1,1
"729","Lonchura malabarica","BNC2",0,10,32,1,0
"730","Lonchura malabarica","BNC3",0,10,32,1,1
"731","Lonchura malabarica","CHC1",0,10,32,1,0
"732","Lonchura malabarica","CHC2",0,10,32,1,0
"733","Lonchura malabarica","CHC3",0,10,32,1,1
"734","Lonchura malabarica","CHC4",0,10,32,1,1
"735","Lonchura malabarica","CHC5",0,10,32,1,0
"736","Lonchura malabarica","CHC7",0,10,32,1,0
"737","Lonchura malabarica","CHS1",0,10,32,1,1
"738","Lonchura malabarica","CHS2",4,10,32,1,0
"739","Lonchura malabarica","CHS4",1,10,32,1,1
"740","Lonchura malabarica","CHS6",2,10,32,1,0
"741","Lonchura malabarica","MDC1",0,10,32,1,1
"742","Lonchura malabarica","MDS2",1,10,32,1,1
"743","Lonchura malabarica","MDS3",0,10,32,1,0
"744","Lonchura malabarica","MDS4",1,10,32,1,0
"745","Lonchura malabarica","TTC1",0,10,32,1,1
"746","Lonchura malabarica","TTC2",0,10,32,1,0
"747","Lonchura malabarica","TTS1",0,10,32,1,1
"748","Lonchura malabarica","TTS2",0,10,32,1,0
"749","Merops orientalis","ADS1",3,10,15,0,1
"750","Merops orientalis","ADS3",0,10,15,0,0
"751","Merops orientalis","BD1",2,10,15,0,1
"752","Merops orientalis","BD2",1,10,15,0,0
"753","Merops orientalis","BD6",2,10,15,0,0
"754","Merops orientalis","BDC1",0,10,15,0,1
"755","Merops orientalis","BDC2",0,10,15,0,0
"756","Merops orientalis","BDC3",0,10,15,0,0
"757","Merops orientalis","BDC4",0,10,15,0,0
"758","Merops orientalis","BDC6",0,10,15,0,0
"759","Merops orientalis","BDC8",0,10,15,0,1
"760","Merops orientalis","BN1",4,10,15,0,1
"761","Merops orientalis","BN2",2,10,15,0,0
"762","Merops orientalis","BNC1",0,10,15,0,1
"763","Merops orientalis","BNC2",0,10,15,0,0
"764","Merops orientalis","BNC3",0,10,15,0,1
"765","Merops orientalis","CHC1",0,10,15,0,0
"766","Merops orientalis","CHC2",0,10,15,0,0
"767","Merops orientalis","CHC3",0,10,15,0,1
"768","Merops orientalis","CHC4",0,10,15,0,1
"769","Merops orientalis","CHC5",0,10,15,0,0
"770","Merops orientalis","CHC7",0,10,15,0,0
"771","Merops orientalis","CHS1",0,10,15,0,1
"772","Merops orientalis","CHS2",0,10,15,0,0
"773","Merops orientalis","CHS4",2,10,15,0,1
"774","Merops orientalis","CHS6",1,10,15,0,0
"775","Merops orientalis","MDC1",0,10,15,0,1
"776","Merops orientalis","MDS2",0,10,15,0,1
"777","Merops orientalis","MDS3",0,10,15,0,0
"778","Merops orientalis","MDS4",0,10,15,0,0
"779","Merops orientalis","TTC1",0,10,15,0,1
"780","Merops orientalis","TTC2",0,10,15,0,0
"781","Merops orientalis","TTS1",2,10,15,0,1
"782","Merops orientalis","TTS2",0,10,15,0,0
"783","Mirafra cantillans","ADS1",0,10,34,1,1
"784","Mirafra cantillans","ADS3",0,10,34,1,0
"785","Mirafra cantillans","BD1",1,10,34,1,1
"786","Mirafra cantillans","BD2",0,10,34,1,0
"787","Mirafra cantillans","BD6",0,10,34,1,0
"788","Mirafra cantillans","BDC1",9,10,34,1,1
"789","Mirafra cantillans","BDC2",10,10,34,1,0
"790","Mirafra cantillans","BDC3",9,10,34,1,0
"791","Mirafra cantillans","BDC4",3,10,34,1,0
"792","Mirafra cantillans","BDC6",9,10,34,1,0
"793","Mirafra cantillans","BDC8",4,10,34,1,1
"794","Mirafra cantillans","BN1",0,10,34,1,1
"795","Mirafra cantillans","BN2",0,10,34,1,0
"796","Mirafra cantillans","BNC1",5,10,34,1,1
"797","Mirafra cantillans","BNC2",0,10,34,1,0
"798","Mirafra cantillans","BNC3",9,10,34,1,1
"799","Mirafra cantillans","CHC1",8,10,34,1,0
"800","Mirafra cantillans","CHC2",8,10,34,1,0
"801","Mirafra cantillans","CHC3",10,10,34,1,1
"802","Mirafra cantillans","CHC4",7,10,34,1,1
"803","Mirafra cantillans","CHC5",6,10,34,1,0
"804","Mirafra cantillans","CHC7",10,10,34,1,0
"805","Mirafra cantillans","CHS1",0,10,34,1,1
"806","Mirafra cantillans","CHS2",0,10,34,1,0
"807","Mirafra cantillans","CHS4",0,10,34,1,1
"808","Mirafra cantillans","CHS6",0,10,34,1,0
"809","Mirafra cantillans","MDC1",4,10,34,1,1
"810","Mirafra cantillans","MDS2",0,10,34,1,1
"811","Mirafra cantillans","MDS3",0,10,34,1,0
"812","Mirafra cantillans","MDS4",0,10,34,1,0
"813","Mirafra cantillans","TTC1",10,10,34,1,1
"814","Mirafra cantillans","TTC2",5,10,34,1,0
"815","Mirafra cantillans","TTS1",0,10,34,1,1
"816","Mirafra cantillans","TTS2",0,10,34,1,0
"817","Mirafra erythroptera","ADS1",8,10,8,0,1
"818","Mirafra erythroptera","ADS3",6,10,8,0,0
"819","Mirafra erythroptera","BD1",7,10,8,0,1
"820","Mirafra erythroptera","BD2",10,10,8,0,0
"821","Mirafra erythroptera","BD6",9,10,8,0,0
"822","Mirafra erythroptera","BDC1",0,10,8,0,1
"823","Mirafra erythroptera","BDC2",0,10,8,0,0
"824","Mirafra erythroptera","BDC3",0,10,8,0,0
"825","Mirafra erythroptera","BDC4",0,10,8,0,0
"826","Mirafra erythroptera","BDC6",0,10,8,0,0
"827","Mirafra erythroptera","BDC8",0,10,8,0,1
"828","Mirafra erythroptera","BN1",9,10,8,0,1
"829","Mirafra erythroptera","BN2",5,10,8,0,0
"830","Mirafra erythroptera","BNC1",0,10,8,0,1
"831","Mirafra erythroptera","BNC2",3,10,8,0,0
"832","Mirafra erythroptera","BNC3",0,10,8,0,1
"833","Mirafra erythroptera","CHC1",0,10,8,0,0
"834","Mirafra erythroptera","CHC2",0,10,8,0,0
"835","Mirafra erythroptera","CHC3",0,10,8,0,1
"836","Mirafra erythroptera","CHC4",0,10,8,0,1
"837","Mirafra erythroptera","CHC5",0,10,8,0,0
"838","Mirafra erythroptera","CHC7",0,10,8,0,0
"839","Mirafra erythroptera","CHS1",7,10,8,0,1
"840","Mirafra erythroptera","CHS2",5,10,8,0,0
"841","Mirafra erythroptera","CHS4",10,10,8,0,1
"842","Mirafra erythroptera","CHS6",6,10,8,0,0
"843","Mirafra erythroptera","MDC1",0,10,8,0,1
"844","Mirafra erythroptera","MDS2",6,10,8,0,1
"845","Mirafra erythroptera","MDS3",3,10,8,0,0
"846","Mirafra erythroptera","MDS4",0,10,8,0,0
"847","Mirafra erythroptera","TTC1",0,10,8,0,1
"848","Mirafra erythroptera","TTC2",0,10,8,0,0
"849","Mirafra erythroptera","TTS1",5,10,8,0,1
"850","Mirafra erythroptera","TTS2",2,10,8,0,0
"851","Nectarinia asiatica","ADS1",6,10,10,1,1
"852","Nectarinia asiatica","ADS3",5,10,10,1,0
"853","Nectarinia asiatica","BD1",9,10,10,1,1
"854","Nectarinia asiatica","BD2",0,10,10,1,0
"855","Nectarinia asiatica","BD6",0,10,10,1,0
"856","Nectarinia asiatica","BDC1",3,10,10,1,1
"857","Nectarinia asiatica","BDC2",3,10,10,1,0
"858","Nectarinia asiatica","BDC3",0,10,10,1,0
"859","Nectarinia asiatica","BDC4",0,10,10,1,0
"860","Nectarinia asiatica","BDC6",0,10,10,1,0
"861","Nectarinia asiatica","BDC8",0,10,10,1,1
"862","Nectarinia asiatica","BN1",8,10,10,1,1
"863","Nectarinia asiatica","BN2",2,10,10,1,0
"864","Nectarinia asiatica","BNC1",0,10,10,1,1
"865","Nectarinia asiatica","BNC2",3,10,10,1,0
"866","Nectarinia asiatica","BNC3",0,10,10,1,1
"867","Nectarinia asiatica","CHC1",0,10,10,1,0
"868","Nectarinia asiatica","CHC2",0,10,10,1,0
"869","Nectarinia asiatica","CHC3",0,10,10,1,1
"870","Nectarinia asiatica","CHC4",0,10,10,1,1
"871","Nectarinia asiatica","CHC5",0,10,10,1,0
"872","Nectarinia asiatica","CHC7",0,10,10,1,0
"873","Nectarinia asiatica","CHS1",0,10,10,1,1
"874","Nectarinia asiatica","CHS2",0,10,10,1,0
"875","Nectarinia asiatica","CHS4",3,10,10,1,1
"876","Nectarinia asiatica","CHS6",1,10,10,1,0
"877","Nectarinia asiatica","MDC1",0,10,10,1,1
"878","Nectarinia asiatica","MDS2",4,10,10,1,1
"879","Nectarinia asiatica","MDS3",6,10,10,1,0
"880","Nectarinia asiatica","MDS4",5,10,10,1,0
"881","Nectarinia asiatica","TTC1",0,10,10,1,1
"882","Nectarinia asiatica","TTC2",0,10,10,1,0
"883","Nectarinia asiatica","TTS1",3,10,10,1,1
"884","Nectarinia asiatica","TTS2",2,10,10,1,0
"885","Pavo cristatus","ADS1",3,10,6,1,1
"886","Pavo cristatus","ADS3",9,10,6,1,0
"887","Pavo cristatus","BD1",0,10,6,1,1
"888","Pavo cristatus","BD2",8,10,6,1,0
"889","Pavo cristatus","BD6",0,10,6,1,0
"890","Pavo cristatus","BDC1",6,10,6,1,1
"891","Pavo cristatus","BDC2",5,10,6,1,0
"892","Pavo cristatus","BDC3",6,10,6,1,0
"893","Pavo cristatus","BDC4",3,10,6,1,0
"894","Pavo cristatus","BDC6",1,10,6,1,0
"895","Pavo cristatus","BDC8",8,10,6,1,1
"896","Pavo cristatus","BN1",9,10,6,1,1
"897","Pavo cristatus","BN2",10,10,6,1,0
"898","Pavo cristatus","BNC1",8,10,6,1,1
"899","Pavo cristatus","BNC2",8,10,6,1,0
"900","Pavo cristatus","BNC3",9,10,6,1,1
"901","Pavo cristatus","CHC1",9,10,6,1,0
"902","Pavo cristatus","CHC2",2,10,6,1,0
"903","Pavo cristatus","CHC3",6,10,6,1,1
"904","Pavo cristatus","CHC4",8,10,6,1,1
"905","Pavo cristatus","CHC5",8,10,6,1,0
"906","Pavo cristatus","CHC7",4,10,6,1,0
"907","Pavo cristatus","CHS1",9,10,6,1,1
"908","Pavo cristatus","CHS2",9,10,6,1,0
"909","Pavo cristatus","CHS4",7,10,6,1,1
"910","Pavo cristatus","CHS6",2,10,6,1,0
"911","Pavo cristatus","MDC1",5,10,6,1,1
"912","Pavo cristatus","MDS2",8,10,6,1,1
"913","Pavo cristatus","MDS3",4,10,6,1,0
"914","Pavo cristatus","MDS4",9,10,6,1,0
"915","Pavo cristatus","TTC1",8,10,6,1,1
"916","Pavo cristatus","TTC2",8,10,6,1,0
"917","Pavo cristatus","TTS1",7,10,6,1,1
"918","Pavo cristatus","TTS2",7,10,6,1,0
"919","Perdicula argoondah","ADS1",2,10,23,0,1
"920","Perdicula argoondah","ADS3",1,10,23,0,0
"921","Perdicula argoondah","BD1",5,10,23,0,1
"922","Perdicula argoondah","BD2",1,10,23,0,0
"923","Perdicula argoondah","BD6",1,10,23,0,0
"924","Perdicula argoondah","BDC1",1,10,23,0,1
"925","Perdicula argoondah","BDC2",0,10,23,0,0
"926","Perdicula argoondah","BDC3",0,10,23,0,0
"927","Perdicula argoondah","BDC4",0,10,23,0,0
"928","Perdicula argoondah","BDC6",0,10,23,0,0
"929","Perdicula argoondah","BDC8",2,10,23,0,1
"930","Perdicula argoondah","BN1",2,10,23,0,1
"931","Perdicula argoondah","BN2",0,10,23,0,0
"932","Perdicula argoondah","BNC1",3,10,23,0,1
"933","Perdicula argoondah","BNC2",6,10,23,0,0
"934","Perdicula argoondah","BNC3",2,10,23,0,1
"935","Perdicula argoondah","CHC1",1,10,23,0,0
"936","Perdicula argoondah","CHC2",4,10,23,0,0
"937","Perdicula argoondah","CHC3",0,10,23,0,1
"938","Perdicula argoondah","CHC4",2,10,23,0,1
"939","Perdicula argoondah","CHC5",4,10,23,0,0
"940","Perdicula argoondah","CHC7",0,10,23,0,0
"941","Perdicula argoondah","CHS1",3,10,23,0,1
"942","Perdicula argoondah","CHS2",2,10,23,0,0
"943","Perdicula argoondah","CHS4",2,10,23,0,1
"944","Perdicula argoondah","CHS6",2,10,23,0,0
"945","Perdicula argoondah","MDC1",3,10,23,0,1
"946","Perdicula argoondah","MDS2",4,10,23,0,1
"947","Perdicula argoondah","MDS3",3,10,23,0,0
"948","Perdicula argoondah","MDS4",4,10,23,0,0
"949","Perdicula argoondah","TTC1",0,10,23,0,1
"950","Perdicula argoondah","TTC2",0,10,23,0,0
"951","Perdicula argoondah","TTS1",0,10,23,0,1
"952","Perdicula argoondah","TTS2",2,10,23,0,0
"953","Pericrocotus cinnamomeus","ADS1",0,10,42,0,1
"954","Pericrocotus cinnamomeus","ADS3",4,10,42,0,0
"955","Pericrocotus cinnamomeus","BD1",0,10,42,0,1
"956","Pericrocotus cinnamomeus","BD2",0,10,42,0,0
"957","Pericrocotus cinnamomeus","BD6",0,10,42,0,0
"958","Pericrocotus cinnamomeus","BDC1",0,10,42,0,1
"959","Pericrocotus cinnamomeus","BDC2",0,10,42,0,0
"960","Pericrocotus cinnamomeus","BDC3",0,10,42,0,0
"961","Pericrocotus cinnamomeus","BDC4",0,10,42,0,0
"962","Pericrocotus cinnamomeus","BDC6",0,10,42,0,0
"963","Pericrocotus cinnamomeus","BDC8",0,10,42,0,1
"964","Pericrocotus cinnamomeus","BN1",0,10,42,0,1
"965","Pericrocotus cinnamomeus","BN2",0,10,42,0,0
"966","Pericrocotus cinnamomeus","BNC1",0,10,42,0,1
"967","Pericrocotus cinnamomeus","BNC2",0,10,42,0,0
"968","Pericrocotus cinnamomeus","BNC3",0,10,42,0,1
"969","Pericrocotus cinnamomeus","CHC1",0,10,42,0,0
"970","Pericrocotus cinnamomeus","CHC2",0,10,42,0,0
"971","Pericrocotus cinnamomeus","CHC3",0,10,42,0,1
"972","Pericrocotus cinnamomeus","CHC4",0,10,42,0,1
"973","Pericrocotus cinnamomeus","CHC5",0,10,42,0,0
"974","Pericrocotus cinnamomeus","CHC7",0,10,42,0,0
"975","Pericrocotus cinnamomeus","CHS1",0,10,42,0,1
"976","Pericrocotus cinnamomeus","CHS2",1,10,42,0,0
"977","Pericrocotus cinnamomeus","CHS4",2,10,42,0,1
"978","Pericrocotus cinnamomeus","CHS6",0,10,42,0,0
"979","Pericrocotus cinnamomeus","MDC1",0,10,42,0,1
"980","Pericrocotus cinnamomeus","MDS2",0,10,42,0,1
"981","Pericrocotus cinnamomeus","MDS3",0,10,42,0,0
